Donor,Donor_Group_Type,Donor_DAC_Country,Donor_EU_Country,as_of_date,Time_Period,Africa_Fragile_ODA_Constant Prices,Africa_Fragile_ODA_Current Prices,Africa_Fragile_ODA_National currency,Africa_ODA_Bilateral_Constant Prices,Africa_ODA_Bilateral_Current Prices,Africa_ODA_Bilateral_National currency,Africa_ODA_Constant Prices,Africa_ODA_Current Prices,Africa_ODA_National currency,Bilat_ODA_Ex_Debt_Relief_Constant Prices,Bilat_ODA_Ex_Debt_Relief_Current Prices,Bilat_ODA_Ex_Debt_Relief_National currency,Fragile_State_ODA_Bilateral_Constant Prices,Fragile_State_ODA_Bilateral_Current Prices,Fragile_State_ODA_Bilateral_National currency,Fragile_State_ODA_Constant Prices,Fragile_State_ODA_Current Prices,Fragile_State_ODA_National currency,GNI_Constant Prices,GNI_Current Prices,GNI_National currency,IA_Bilateral_ODA_Constant Prices,IA_Bilateral_ODA_Current Prices,IA_Bilateral_ODA_National currency,IA6_Debt_Relief_Constant Prices,IA6_Debt_Relief_Current Prices,IA6_Debt_Relief_National currency,IA82_In_Donor_Refugee_Cost_Constant Prices,IA82_In_Donor_Refugee_Cost_Current Prices,IA82_In_Donor_Refugee_Cost_National currency,IB_Multilateral_ODA_Constant Prices,IB_Multilateral_ODA_Current Prices,IB_Multilateral_ODA_National currency,LDC_ODA_Bilateral_Constant Prices,LDC_ODA_Bilateral_Current Prices,LDC_ODA_Bilateral_National currency,LDC_ODA_Constant Prices,LDC_ODA_Current Prices,LDC_ODA_Imputed_Multilateral_Constant Prices,LDC_ODA_Imputed_Multilateral_Current Prices,LDC_ODA_Imputed_Multilateral_National currency,LDC_ODA_National currency,SSA_ODA_Bilateral_Constant Prices,SSA_ODA_Bilateral_Current Prices,SSA_ODA_Bilateral_National currency,SSA_ODA_Constant Prices,SSA_ODA_Current Prices,SSA_ODA_National currency,Total_ODA_ONE_Constant Prices,Total_ODA_ONE_Current Prices,Total_ODA_ONE_National currency,Release
Romania,Donor,Non-DAC,EU,2018-01-02,2014,29.95,33.24,NA,0.67,0.75,NA,48.45,53.76,NA,63.053,69.99,NA,1.53,1.7,NA,43.39,48.15,NA,178208.948,197814,NA,63.053,69.99,NA,0,0,NA,0.063,0.07,NA,129.404,143.64,NA,0.42,0.47,NA,30.45,33.79,30.03,33.32,NA,NA,0.38,0.43,NA,35.27,39.13,NA,192.457,213.63,NA,Final
Romania,Donor,Non-DAC,EU,2018-01-02,2015,30.04,30.04,NA,3.72,3.72,NA,48.73,48.73,NA,33.15,33.15,NA,3.74,3.74,NA,46.59,46.59,NA,173815.46,173815.46,NA,33.15,33.15,NA,0,0,NA,0.08,0.08,NA,124.93,124.93,NA,0.67,0.67,NA,30.82,30.82,30.15,30.15,NA,NA,1.12,1.12,NA,35.54,35.54,NA,158.08,158.08,NA,Final
Romania,Donor,Non-DAC,EU,2018-01-02,2016,36.57,36.36,NA,2.03,2.01,NA,60.17,59.82,NA,110.217,109.47,NA,2.36,2.33,NA,56.98,56.63,NA,186513.718,185250,NA,110.217,109.47,NA,0,0,NA,0.332,0.33,NA,160.88,159.79,NA,0.68,0.67,NA,39.4,39.17,38.72,38.5,NA,NA,0.63,0.63,NA,41.04,40.83,NA,271.097,269.26,NA,Final
Russia,Donor,Non-DAC,Non-EU,2018-01-02,2010,0,0,NA,0,0,NA,0,0,NA,231.114,302.14,NA,0,0,NA,0,0,NA,1095193.616,1431766.82,NA,231.114,302.14,NA,0,0,NA,0,0,NA,130.228,170.25,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,361.342,472.39,NA,Final
Russia,Donor,Non-DAC,Non-EU,2018-01-02,2011,61.62,88.09,NA,23.15,33.08,NA,84.71,121.06,NA,168.256,240.4,NA,38.96,55.66,NA,101.5,145.06,NA,1148168.528,1640478.3,NA,168.256,240.4,NA,0,0,NA,0,0,NA,166.989,238.59,NA,13.59,19.41,NA,65.09,93.01,51.5,73.6,NA,NA,16.91,24.16,NA,75.61,108.07,NA,335.245,478.99,NA,Final
Russia,Donor,Non-DAC,Non-EU,2018-01-02,2012,66.41,106.59,NA,17.47,28.09,NA,84.71,136.03,NA,133.797,214.71,NA,35.69,57.29,NA,109.58,175.84,NA,1215037.108,1949829.56,NA,133.797,214.71,NA,0,0,NA,0,0,NA,155.975,250.3,NA,6.83,10.97,NA,59.06,94.77,52.23,83.8,NA,NA,16.94,27.22,NA,82.31,132.15,NA,289.772,465.01,NA,Final
Russia,Donor,Non-DAC,Non-EU,2018-01-02,2013,128.85,211.05,NA,42.92,70.3,NA,144.15,236.09,NA,220.859,361.85,NA,77.16,126.41,NA,209.23,342.77,NA,1279790.211,2096777.03,NA,220.859,361.85,NA,0,0,NA,0,0,NA,214.731,351.81,NA,36.62,59.99,NA,135.37,221.76,98.75,161.77,NA,NA,39.16,64.14,NA,138.18,226.31,NA,435.59,713.66,NA,Final
Russia,Donor,Non-DAC,Non-EU,2018-01-02,2014,54.86,80.88,NA,32.91,48.5,NA,68.67,101.24,NA,285.072,420.23,NA,57.84,85.26,NA,98.27,144.91,NA,1210512.19,1784440,NA,447.922,660.29,NA,162.85,240.06,NA,0,0,NA,146.23,215.56,NA,24.03,35.42,NA,54.09,79.76,30.06,44.34,NA,NA,28.06,41.35,NA,60.63,89.4,NA,431.302,635.79,NA,Final
Russia,Donor,Non-DAC,Non-EU,2018-01-02,2015,67.85,67.85,NA,18.61,18.61,NA,82.15,82.15,NA,486.1,486.1,NA,70.27,70.27,NA,144.23,144.23,NA,1283796,1283796,NA,902.14,902.14,NA,416.04,416.04,NA,0,0,NA,259.26,259.26,NA,21.77,21.77,NA,76.26,76.26,54.49,54.49,NA,NA,15.7,15.7,NA,74.93,74.93,NA,745.36,745.36,NA,Final
Russia,Donor,Non-DAC,Non-EU,2018-01-02,2016,69.97,67.74,NA,19.88,19.23,NA,87.65,84.86,NA,353.719,342.18,NA,48.27,46.71,NA,118.66,114.86,NA,1290809.604,1248700,NA,792.989,767.12,NA,439.27,424.94,NA,0,0,NA,507.475,490.92,NA,16.05,15.52,NA,70.38,68.12,54.33,52.6,NA,NA,17.15,16.59,NA,77.04,74.59,NA,861.194,833.1,NA,Final
Saudi Arabia,Donor,Non-DAC,Non-EU,2018-01-02,2007,0,0,NA,61.74,64.63,NA,61.74,64.63,NA,1457.545,1525.7,NA,0,0,NA,0,0,NA,0,0,NA,1457.545,1525.7,NA,0,0,NA,0,0,NA,23.835,24.95,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,1481.38,1550.65,NA,Final
Saudi Arabia,Donor,Non-DAC,Non-EU,2018-01-02,2008,0,0,NA,19.89,21.78,NA,19.89,21.78,NA,4528.67,4958.34,NA,0,0,NA,0,0,NA,0,0,NA,4528.67,4958.34,NA,0,0,NA,0,0,NA,18.714,20.49,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,4547.384,4978.83,NA,Final
Saudi Arabia,Donor,Non-DAC,Non-EU,2018-01-02,2009,0,0,NA,47.05,49.68,NA,47.05,49.68,NA,2769.663,2924.63,NA,0,0,NA,0,0,NA,0,0,NA,2769.663,2924.63,NA,0,0,NA,0,0,NA,198.03,209.11,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,2967.693,3133.74,NA,Final
Saudi Arabia,Donor,Non-DAC,Non-EU,2018-01-02,2010,0,0,NA,27.29,29.07,NA,27.29,29.07,NA,2694.978,2870.43,NA,0,0,NA,0,0,NA,0,0,NA,2694.978,2870.43,NA,0,0,NA,0,0,NA,571.973,609.21,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,3266.951,3479.64,NA,Final
Saudi Arabia,Donor,Non-DAC,Non-EU,2018-01-02,2011,0,0,NA,12.84,14.5,NA,12.84,14.5,NA,4227.892,4773.29,NA,0,0,NA,0,0,NA,0,0,NA,4227.892,4773.29,NA,0,0,NA,0,0,NA,284.863,321.61,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,4512.755,5094.9,NA,Final
Saudi Arabia,Donor,Non-DAC,Non-EU,2018-01-02,2012,0,0,NA,42.29,46.59,NA,42.29,46.59,NA,868.808,957.13,NA,0,0,NA,0,0,NA,0,0,NA,868.808,957.13,NA,0,0,NA,0,0,NA,310.205,341.74,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,1179.013,1298.87,NA,Final
Saudi Arabia,Donor,Non-DAC,Non-EU,2018-01-02,2013,0,0,NA,42.45,46.98,NA,42.45,46.98,NA,4868.179,5387.95,NA,0,0,NA,0,0,NA,0,0,NA,4868.179,5387.95,NA,0,0,NA,0,0,NA,266.831,295.32,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,5135.01,5683.27,NA,Final
Saudi Arabia,Donor,Non-DAC,Non-EU,2018-01-02,2014,0,0,NA,6.99,7.76,NA,6.99,7.76,NA,11956.605,13271.97,NA,0,0,NA,0,0,NA,0,0,NA,11956.605,13271.97,NA,0,0,NA,0,0,NA,326.105,361.98,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,12282.71,13633.95,NA,Final
Saudi Arabia,Donor,Non-DAC,Non-EU,2018-01-02,2015,0,0,NA,1141.17,1141.17,NA,1141.17,1141.17,NA,6732.42,6732.42,NA,0,0,NA,0,0,NA,0,0,NA,6732.42,6732.42,NA,0,0,NA,0,0,NA,25.8,25.8,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,6758.22,6758.22,NA,Final
Slovak Republic,Donor,DAC,EU,2018-01-02,2007,29,30.3,NA,18.55,19.4,NA,35.58,37.15,NA,26.399,27.6,NA,18.52,19.36,NA,35.44,37,NA,69114.221,72257.52,NA,26.399,27.6,NA,0,0,NA,0,0,NA,37.906,39.63,NA,18.46,19.3,NA,31.15,32.52,12.69,13.22,NA,NA,17.1,17.88,NA,30.89,32.25,NA,64.305,67.23,NA,Final
Slovak Republic,Donor,DAC,EU,2018-01-02,2008,33.75,41.34,NA,21.08,25.82,NA,39.16,47.97,NA,33.342,40.82,NA,21.46,26.29,NA,39.73,48.69,NA,74968.827,91782.85,NA,33.342,40.82,NA,0,0,NA,0,0,NA,41.682,51.03,NA,21.04,25.77,NA,35.29,43.22,14.25,17.45,NA,NA,21.01,25.73,NA,36.54,44.75,NA,75.024,91.85,NA,Final
Slovak Republic,Donor,DAC,EU,2018-01-02,2009,11.98,14.52,NA,0.2,0.24,NA,19.71,23.89,NA,16.359,19.83,NA,1.42,1.73,NA,19.24,23.33,NA,71886.066,87140,NA,16.359,19.83,NA,0,0,NA,0,0,NA,45.842,55.57,NA,0.57,0.69,NA,14.46,17.55,13.89,16.86,NA,NA,0.2,0.24,NA,17.05,20.67,NA,62.201,75.4,NA,Final
Slovak Republic,Donor,DAC,EU,2018-01-02,2010,15.62,18.08,NA,1.75,2.03,NA,21.54,24.94,NA,17.211,19.94,NA,2.19,2.54,NA,22.71,26.29,NA,74471.786,86279,NA,17.211,19.94,NA,0,0,NA,0,0,NA,46.412,53.77,NA,1.21,1.4,NA,17.35,20.09,16.14,18.69,NA,NA,1.75,2.03,NA,18.96,21.94,NA,63.623,73.71,NA,Final
Slovak Republic,Donor,DAC,EU,2018-01-02,2011,12.59,15.57,NA,1.92,2.38,NA,20.65,25.52,NA,17.335,21.43,NA,2.94,3.64,NA,18.61,23.02,NA,76202.578,94205.82,NA,17.335,21.43,NA,0,0,NA,0,0,NA,52.247,64.59,NA,1.62,2.01,NA,13.66,16.9,12.04,14.89,NA,NA,1.82,2.26,NA,15.96,19.74,NA,69.582,86.02,NA,Final
Slovak Republic,Donor,DAC,EU,2018-01-02,2012,15.76,18.23,NA,2.63,3.04,NA,24.32,28.14,NA,16.375,18.95,NA,3.2,3.69,NA,21.27,24.57,NA,77706.894,89925.56,NA,16.375,18.95,NA,0,0,NA,0,0,NA,52.478,60.73,NA,1.48,1.7,NA,13.29,15.34,11.81,13.64,NA,NA,2.27,2.62,NA,17.61,20.37,NA,68.853,79.68,NA,Final
Slovak Republic,Donor,DAC,EU,2018-01-02,2013,16.34,19.63,NA,2.42,2.9,NA,24.41,29.36,NA,13.458,16.17,NA,4.53,5.43,NA,25.04,30.09,NA,76704.401,92163.57,NA,13.458,16.17,NA,0,0,NA,0.799,0.96,NA,58.142,69.86,NA,2.79,3.34,NA,17.43,20.93,14.64,17.59,NA,NA,2.09,2.5,NA,18.91,22.74,NA,71.6,86.03,NA,Final
Slovak Republic,Donor,DAC,EU,2018-01-02,2014,14.94,17.87,NA,1.65,1.94,NA,23.11,27.61,NA,13.665,16.38,NA,2.29,2.7,NA,21.36,25.53,NA,80637.136,96658.79,NA,13.665,16.38,NA,0,0,NA,0.826,0.99,NA,55.753,66.83,NA,1.01,1.17,NA,14.68,17.51,13.67,16.34,NA,NA,1.53,1.8,NA,17.37,20.74,NA,69.418,83.21,NA,Final
Slovak Republic,Donor,DAC,EU,2018-01-02,2015,18.42,18.42,NA,1.59,1.59,NA,27.06,27.06,NA,17.2,17.2,NA,2.46,2.46,NA,27.4,27.4,NA,83857.49,83857.49,NA,17.2,17.2,NA,0,0,NA,1.74,1.74,NA,67.71,67.71,NA,0.93,0.93,NA,18.54,18.54,17.61,17.61,NA,NA,1.59,1.59,NA,21.58,21.58,NA,84.91,84.91,NA,Final
Slovak Republic,Donor,DAC,EU,2018-01-02,2016,19.01,18.95,NA,2.46,2.45,NA,30.19,30.08,NA,25.84,25.7,NA,3.7,3.69,NA,29.16,29.07,NA,88058.719,87580.45,NA,25.84,25.7,NA,0,0,NA,1.609,1.6,NA,80.749,80.31,NA,1.05,1.05,NA,18.98,18.93,17.93,17.88,NA,NA,2.45,2.44,NA,21.09,21.03,NA,106.589,106.01,NA,Final
Slovenia,Donor,DAC,EU,2018-01-02,2007,0,0,NA,0,0,NA,0,0,NA,19.325,21.42,NA,0,0,NA,0,0,NA,40558.185,44954.69,NA,19.325,21.42,NA,0,0,NA,0,0,NA,29.52,32.72,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,48.845,54.14,NA,Final
Slovenia,Donor,DAC,EU,2018-01-02,2008,9.82,11.94,NA,0.65,0.79,NA,14.04,17.07,NA,24.005,29.3,NA,1.18,1.43,NA,14.4,17.52,NA,42895.401,52356.84,NA,24.005,29.3,NA,0,0,NA,0,0,NA,31.379,38.3,NA,0.67,0.82,NA,11.06,13.45,10.39,12.63,NA,NA,0.61,0.74,NA,11.92,14.48,NA,55.384,67.6,NA,Final
Slovenia,Donor,DAC,EU,2018-01-02,2009,10.14,12.36,NA,0.51,0.62,NA,16.02,19.52,NA,20.731,25.25,NA,1.04,1.28,NA,15.64,19.09,NA,39309.684,47877.59,NA,20.731,25.25,NA,0,0,NA,0,0,NA,37.76,45.99,NA,0.41,0.5,NA,11.64,14.17,11.23,13.67,NA,NA,0.49,0.6,NA,13.92,16.96,NA,58.491,71.24,NA,Final
Slovenia,Donor,DAC,EU,2018-01-02,2010,10.15,11.7,NA,0.52,0.62,NA,13.97,16.07,NA,19.46,22.32,NA,1.51,1.76,NA,15.36,17.69,NA,40293.727,46216.8,NA,19.46,22.32,NA,0,0,NA,0,0,NA,31.63,36.28,NA,1.17,1.36,NA,12.03,13.85,10.86,12.49,NA,NA,0.48,0.57,NA,12.26,14.1,NA,51.09,58.6,NA,Final
Slovenia,Donor,DAC,EU,2018-01-02,2011,8.24,10.04,NA,0.58,0.72,NA,13.65,16.64,NA,15.605,19,NA,1.54,1.9,NA,12.79,15.61,NA,40026.048,48734.56,NA,15.605,19,NA,0,0,NA,0,0,NA,35.949,43.77,NA,1.23,1.5,NA,9.96,12.12,8.73,10.62,NA,NA,0.47,0.58,NA,10.7,13.03,NA,51.554,62.77,NA,Final
Slovenia,Donor,DAC,EU,2018-01-02,2012,9.75,10.98,NA,1.01,1.12,NA,15.54,17.5,NA,16.923,19.1,NA,0.9,1,NA,13.48,15.19,NA,39781.209,44898.53,NA,16.923,19.1,NA,0,0,NA,0.23,0.26,NA,34.865,39.35,NA,0.59,0.66,NA,8.95,10.08,8.36,9.42,NA,NA,0.93,1.04,NA,11.66,13.13,NA,51.788,58.45,NA,Final
Slovenia,Donor,DAC,EU,2018-01-02,2013,8.65,10.2,NA,0.96,1.13,NA,13.99,16.47,NA,17.494,20.57,NA,0.83,0.98,NA,12.71,14.95,NA,40317.878,47406.27,NA,17.494,20.57,NA,0,0,NA,0.085,0.1,NA,34.852,40.98,NA,0.47,0.57,NA,9.15,10.77,8.68,10.2,NA,NA,0.87,1.03,NA,10.92,12.85,NA,52.346,61.55,NA,Final
Slovenia,Donor,DAC,EU,2018-01-02,2014,8.75,10.39,NA,0.27,0.32,NA,13.64,16.13,NA,17.061,20.21,NA,0.54,0.67,NA,12.71,15.09,NA,41717.667,49416.23,NA,17.061,20.21,NA,0,0,NA,0.068,0.08,NA,34.883,41.32,NA,0.37,0.44,NA,9.11,10.77,8.74,10.33,NA,NA,0.22,0.26,NA,10.29,12.17,NA,51.944,61.53,NA,Final
Slovenia,Donor,DAC,EU,2018-01-02,2015,9.04,9.04,NA,0.59,0.59,NA,14.31,14.31,NA,25.1,25.1,NA,0.9,0.9,NA,13.87,13.87,NA,42410.6,42410.6,NA,25.1,25.1,NA,0,0,NA,7.12,7.12,NA,38.19,38.19,NA,0.41,0.41,NA,9.55,9.55,9.14,9.14,NA,NA,0.27,0.27,NA,10.73,10.73,NA,63.29,63.29,NA,Final
Slovenia,Donor,DAC,EU,2018-01-02,2016,12.15,12.16,NA,0.55,0.55,NA,19.49,19.52,NA,27.728,27.86,NA,0.92,0.92,NA,18.82,18.83,NA,43255.502,43461.57,NA,27.728,27.86,NA,0,0,NA,7.206,7.24,NA,53.197,53.45,NA,0.41,0.41,NA,13.29,13.3,12.88,12.89,NA,NA,0.29,0.3,NA,13.73,13.75,NA,80.925,81.31,NA,Final
Spain,Donor,DAC,EU,2018-01-02,2007,809.65,967.6,NA,621.18,742.34,NA,1295.39,1548.07,NA,2590.918,3096.36,NA,596.22,712.51,NA,1326.93,1585.78,NA,1171685.295,1400260.1,NA,2793.942,3338.99,NA,203.024,242.63,NA,22.316,26.67,NA,1506.85,1800.81,NA,361.72,432.24,NA,939.24,1122.43,577.52,690.19,NA,NA,393.96,470.79,NA,990.04,1183.16,NA,4097.768,4897.17,NA,Final
Spain,Donor,DAC,EU,2018-01-02,2008,1017.27,1308.28,NA,848.71,1091.51,NA,1620.48,2084.1,NA,3467.933,4460.1,NA,813.25,1045.9,NA,1613.07,2074.55,NA,1195442.317,1537455.65,NA,3733.48,4801.62,NA,265.547,341.52,NA,31.444,40.44,NA,1605.788,2065.2,NA,532.65,685.02,NA,1182.97,1521.39,650.32,836.37,NA,NA,549.63,706.87,NA,1253.75,1612.44,NA,5073.721,6525.3,NA,Final
Spain,Donor,DAC,EU,2018-01-02,2009,1010.17,1257.45,NA,1190.02,1481.33,NA,1909.2,2376.55,NA,3515.881,4376.63,NA,1012.16,1259.95,NA,1738.02,2163.5,NA,1151736.335,1433701.43,NA,3593.33,4473.04,NA,77.449,96.41,NA,31.707,39.47,NA,1695.887,2111.07,NA,793.4,987.65,NA,1366.64,1701.19,573.24,713.54,NA,NA,741.19,922.63,NA,1377.94,1715.23,NA,5211.768,6487.7,NA,Final
Spain,Donor,DAC,EU,2018-01-02,2010,813.92,965.16,NA,812.46,963.44,NA,1530.99,1815.51,NA,3086.126,3659.76,NA,685.43,812.78,NA,1454.64,1724.96,NA,1171071.324,1388744.37,NA,3372.058,3998.84,NA,285.932,339.08,NA,31.31,37.13,NA,1644.878,1950.62,NA,474.82,563.02,NA,1086.07,1287.89,611.25,724.87,NA,NA,504.1,597.77,NA,1155.13,1369.8,NA,4731.004,5610.38,NA,Final
Spain,Donor,DAC,EU,2018-01-02,2011,635.89,791.87,NA,571.06,711.11,NA,1142.39,1422.6,NA,1807.881,2251.29,NA,519.81,647.28,NA,1056.15,1315.21,NA,1170319.022,1457356.79,NA,1832.293,2281.69,NA,24.412,30.4,NA,28.05,34.93,NA,1518.89,1891.42,NA,419.92,522.92,NA,838.76,1044.51,418.84,521.59,NA,NA,322.51,401.6,NA,796.36,991.69,NA,3326.771,4142.71,NA,Final
Spain,Donor,DAC,EU,2018-01-02,2012,320.65,369.37,NA,199.26,229.52,NA,557.94,642.68,NA,789.699,909.68,NA,222.15,255.9,NA,513.9,591.98,NA,1134811.21,1307226.22,NA,855.484,985.46,NA,65.785,75.78,NA,19.723,22.72,NA,913.135,1051.87,NA,180.16,207.5,NA,370.47,426.73,190.31,219.23,NA,NA,151.96,175.03,NA,397.46,457.82,NA,1702.834,1961.55,NA,Final
Spain,Donor,DAC,EU,2018-01-02,2013,316.3,377.69,NA,145.96,174.3,NA,523.54,625.14,NA,587.279,701.25,NA,143.54,171.4,NA,479.35,572.35,NA,1130814.521,1350268.19,NA,791.363,944.94,NA,204.084,243.69,NA,20.543,24.53,NA,1175.102,1403.15,NA,125.51,149.9,NA,367.56,438.94,242.05,289.04,NA,NA,108.89,130.04,NA,393.04,469.32,NA,1762.381,2104.4,NA,Final
Spain,Donor,DAC,EU,2018-01-02,2014,384.56,457.69,NA,118.51,141.04,NA,598.74,712.57,NA,389.844,463.96,NA,143.23,170.51,NA,560.06,666.6,NA,1173082.763,1396105.88,NA,389.844,463.96,NA,0,0,NA,15.486,18.43,NA,1187.177,1412.88,NA,104.14,123.94,NA,409.1,486.88,304.96,362.94,NA,NA,100.13,119.16,NA,458.95,546.19,NA,1577.021,1876.84,NA,Final
Spain,Donor,DAC,EU,2018-01-02,2015,271.55,271.55,NA,19.45,19.45,NA,380.59,380.59,NA,232.89,232.89,NA,89.39,89.39,NA,421.45,421.45,NA,1196294.64,1196294.64,NA,354.57,354.57,NA,121.68,121.68,NA,32.29,32.29,NA,1042.17,1042.17,NA,77.22,77.22,NA,310.28,310.28,233.06,233.06,NA,NA,32.01,32.01,NA,299.03,299.03,NA,1275.06,1275.06,NA,Final
Spain,Donor,DAC,EU,2018-01-02,2016,483.08,484.66,NA,40.84,40.98,NA,686.3,688.54,NA,429.531,430.96,NA,146.11,146.59,NA,807.89,810.57,NA,1228471.401,1232556.67,NA,2588.452,2597.06,NA,2158.921,2166.1,NA,88.257,88.55,NA,1674.94,1680.51,NA,67.86,68.08,NA,552.09,553.88,484.23,485.8,NA,NA,57.79,57.99,NA,545.81,547.58,NA,2104.471,2111.47,NA,Final
Sweden,Donor,DAC,EU,2018-01-02,2007,1164.3,1266.68,NA,851.78,926.66,NA,1472.23,1601.68,NA,2627.141,2858.14,NA,917.82,998.53,NA,1624.86,1767.75,NA,426680.691,464197.85,NA,2695.234,2932.22,NA,68.093,74.08,NA,237.359,258.23,NA,1293.027,1406.72,NA,687.38,747.82,NA,1259.59,1370.34,572.21,622.52,NA,NA,782.96,851.79,NA,1365.07,1485.09,NA,3920.168,4264.86,NA,Final
Sweden,Donor,DAC,EU,2018-01-02,2008,1228.57,1397.59,NA,901.96,1026.05,NA,1560.75,1775.48,NA,2762.286,3142.36,NA,1029.47,1171.1,NA,1737.74,1976.81,NA,424615.13,483039.65,NA,2762.286,3142.36,NA,0,0,NA,330.056,375.47,NA,1397.15,1589.39,NA,793.49,902.69,NA,1365.87,1553.83,572.38,651.14,NA,NA,832.57,947.12,NA,1440.13,1638.27,NA,4159.436,4731.75,NA,Final
Sweden,Donor,DAC,EU,2018-01-02,2009,1203.02,1226.5,NA,876.96,894.06,NA,1564.99,1595.53,NA,2931.355,2988.55,NA,1023.13,1043.09,NA,1760.18,1794.53,NA,397819.268,405581.35,NA,2951.384,3008.97,NA,20.029,20.42,NA,300.987,306.86,NA,1509.801,1539.26,NA,772.22,787.31,NA,1355.2,1381.67,582.98,594.36,NA,NA,794.69,810.19,NA,1415.93,1443.57,NA,4441.156,4527.81,NA,Final
Sweden,Donor,DAC,EU,2018-01-02,2010,1112.75,1215,NA,800.81,874.4,NA,1406.87,1536.15,NA,2682.618,2929.11,NA,990.82,1081.88,NA,1694.47,1850.18,NA,428248.416,467598,NA,2682.618,2929.11,NA,0,0,NA,363.298,396.68,NA,1469.358,1604.37,NA,758.99,828.75,NA,1290.96,1409.59,531.97,580.84,NA,NA,739.16,807.09,NA,1297.36,1416.58,NA,4151.976,4533.48,NA,Final
Sweden,Donor,DAC,EU,2018-01-02,2011,1322.33,1621.36,NA,955.24,1171.26,NA,1697.48,2081.34,NA,2825.858,3464.85,NA,1081.18,1325.65,NA,1842.85,2259.58,NA,448545.398,549972,NA,2977.792,3651.14,NA,151.934,186.29,NA,398.81,488.99,NA,1591.985,1951.97,NA,833.42,1021.89,NA,1431.88,1755.7,598.46,733.81,NA,NA,871.07,1068.06,NA,1548.17,1898.28,NA,4417.843,5416.82,NA,Final
Sweden,Donor,DAC,EU,2018-01-02,2012,1243.3,1475.45,NA,1012.44,1201.49,NA,1667.03,1978.33,NA,3065.44,3637.81,NA,1057.15,1254.53,NA,1744.54,2070.28,NA,453369.9,538021.84,NA,3065.44,3637.81,NA,0,0,NA,480.915,570.71,NA,1349.926,1601.98,NA,802.02,951.78,NA,1299.13,1541.73,497.11,589.95,NA,NA,827.98,982.59,NA,1420.57,1685.85,NA,4415.366,5239.79,NA,Final
Sweden,Donor,DAC,EU,2018-01-02,2013,1272.87,1586.55,NA,936.65,1167.47,NA,1571.78,1959.13,NA,3143.338,3917.93,NA,1123.89,1400.85,NA,1880.15,2343.51,NA,461166.399,574808.54,NA,3143.338,3917.93,NA,0,0,NA,565.747,705.16,NA,1531.871,1909.36,NA,859.38,1071.15,NA,1446.71,1803.26,587.33,732.11,NA,NA,858.66,1070.26,NA,1446.61,1803.14,NA,4675.209,5827.29,NA,Final
Sweden,Donor,DAC,EU,2018-01-02,2014,1214.92,1462.76,NA,920.97,1108.87,NA,1597.41,1923.35,NA,3607.195,4343.15,NA,1105.54,1331.03,NA,1834.02,2208.16,NA,473004.809,569509.18,NA,3607.195,4343.15,NA,0,0,NA,909.716,1095.32,NA,1569.379,1889.57,NA,818.11,985.02,NA,1351.87,1627.72,533.76,642.7,NA,NA,816.8,983.45,NA,1418.23,1707.61,NA,5176.574,6232.72,NA,Final
Sweden,Donor,DAC,EU,2018-01-02,2015,1357.17,1357.17,NA,873.11,873.11,NA,1659.28,1659.28,NA,4827.67,4827.67,NA,1099.66,1099.66,NA,1973.12,1973.12,NA,504738.47,504738.47,NA,4827.67,4827.67,NA,0,0,NA,2396.58,2396.58,NA,2261.63,2261.63,NA,847.26,847.26,NA,1473.23,1473.23,625.97,625.97,NA,NA,802.72,802.72,NA,1522.14,1522.14,NA,7089.3,7089.3,NA,Final
Sweden,Donor,DAC,EU,2018-01-02,2016,1266.57,1263.03,NA,845.34,842.97,NA,1524.62,1520.39,NA,3461.699,3451.99,NA,1137.5,1134.31,NA,1879.4,1874.15,NA,521696.755,520233.51,NA,3461.699,3451.99,NA,0,0,NA,823.801,821.49,NA,1445.805,1441.75,NA,839.93,837.57,NA,1409.55,1405.62,569.62,568.05,NA,NA,799.25,797.01,NA,1404.62,1400.72,NA,4907.504,4893.74,NA,Final
Switzerland,Donor,DAC,Non-EU,2018-01-02,2007,450.21,355.87,NA,325.24,257.07,NA,578.28,457.08,NA,1517.22,1199.29,NA,390.5,308.66,NA,692.14,547.11,NA,574884.965,454419.114,NA,1598.224,1263.32,NA,81.004,64.03,NA,192.89,152.47,NA,533.302,421.55,NA,339.45,268.31,NA,587.54,464.42,248.09,196.11,NA,NA,304.45,240.64,NA,548.44,433.5,NA,2050.522,1620.84,NA,Final
