"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Constant_price_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","Population_Constant Prices","Population_Current Prices","Population_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_ONE_Constant Prices","Total_ODA_ONE_Current Prices","Total_ODA_ONE_National currency"
"Slovenia","Donor","DAC","EU","2017-05-16",2015,2015,9.04,NA,NA,0.59,NA,NA,14.31,NA,NA,25.1,NA,NA,0.9,NA,NA,13.87,NA,NA,42410.6,NA,NA,25.1,NA,NA,0,NA,NA,7.12,NA,NA,38.19,NA,NA,0.41,NA,NA,9.55,NA,9.14,NA,NA,NA,0,NA,NA,0.27,NA,NA,10.73,NA,NA,63.29,NA,NA
"Slovenia","Donor","DAC","EU","2017-05-16",2015,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.091409,NA,NA,NA,NA,NA,NA,NA,NA,43255.368022,NA,NA,29.091409,NA,NA,0,NA,NA,7.623681,NA,NA,50.180939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,79.272348,NA,NA
"Slovenia","Donor","DAC","EU","2017-05-16",NA,2007,NA,0,NA,NA,0,NA,NA,0,NA,NA,21.42,15.64731,NA,0,NA,NA,0,NA,NA,44954.69,32839.401045,NA,21.42,15.64731,NA,0,0,NA,0,0,NA,32.72,23.90196,NA,0,NA,NA,0,NA,0,NA,NA,NA,2,0,NA,0,NA,NA,0,NA,NA,54.14,39.54927
"Slovenia","Donor","DAC","EU","2017-05-16",NA,2008,NA,11.94,NA,NA,0.79,NA,NA,17.07,NA,NA,29.3,20.31369,NA,1.43,NA,NA,17.52,NA,NA,52356.84,36298.997172,NA,29.3,20.31369,NA,0,0,NA,0,0,NA,38.3,26.55339,NA,0.82,NA,NA,13.45,NA,12.63,NA,NA,NA,2.02131,0,NA,0.74,NA,NA,14.48,NA,NA,67.6,46.86708
"Slovenia","Donor","DAC","EU","2017-05-16",NA,2009,NA,12.36,NA,NA,0.62,NA,NA,19.52,NA,NA,25.25,18.132025,NA,1.28,NA,NA,19.09,NA,NA,47877.59,34380.897379,NA,25.25,18.132025,NA,0,0,NA,0,0,NA,45.99,33.025419,NA,0.5,NA,NA,14.17,NA,13.67,NA,NA,NA,2.03966,0,NA,0.6,NA,NA,16.96,NA,NA,71.24,51.157444
"Slovenia","Donor","DAC","EU","2017-05-16",NA,2010,NA,11.7,NA,NA,0.62,NA,NA,16.07,NA,NA,22.32,16.8516,NA,1.76,NA,NA,17.69,NA,NA,46216.8,34893.684,NA,22.32,16.8516,NA,0,0,NA,0,0,NA,36.28,27.3914,NA,1.36,NA,NA,13.85,NA,12.49,NA,NA,NA,2.05,0,NA,0.57,NA,NA,14.1,NA,NA,58.6,44.243
"Slovenia","Donor","DAC","EU","2017-05-16",NA,2011,NA,10.04,NA,NA,0.72,NA,NA,16.64,NA,NA,19,13.6648,NA,1.9,NA,NA,15.61,NA,NA,48734.56,35049.895552,NA,19,13.6648,NA,0,0,NA,0,0,NA,43.77,31.479384,NA,1.5,NA,NA,12.12,NA,10.62,NA,NA,NA,2.06,0,NA,0.58,NA,NA,13.03,NA,NA,62.77,45.144184
"Slovenia","Donor","DAC","EU","2017-05-16",NA,2012,NA,10.98,NA,NA,1.12,NA,NA,17.5,NA,NA,19.1,14.8598,NA,1,NA,NA,15.19,NA,NA,44898.53,34931.05634,NA,19.1,14.8598,NA,0,0,NA,0.26,0.20228,NA,39.35,30.6143,NA,0.66,NA,NA,10.08,NA,9.42,NA,NA,NA,2.06,0,NA,1.04,NA,NA,13.13,NA,NA,58.45,45.4741
"Slovenia","Donor","DAC","EU","2017-05-16",NA,2013,NA,10.2,NA,NA,1.13,NA,NA,16.47,NA,NA,20.57,15.493324,NA,0.98,NA,NA,14.95,NA,NA,47406.27,35706.402564,NA,20.57,15.493324,NA,0,0,NA,0.1,0.07532,NA,40.98,30.866136,NA,0.57,NA,NA,10.77,NA,10.2,NA,NA,NA,2.06,0,NA,1.03,NA,NA,12.85,NA,NA,61.55,46.35946
"Slovenia","Donor","DAC","EU","2017-05-16",NA,2014,NA,10.39,NA,NA,0.32,NA,NA,16.13,NA,NA,20.21,15.232277,NA,0.67,NA,NA,15.09,NA,NA,49416.23,37245.012551,NA,20.21,15.232277,NA,0,0,NA,0.08,0.060296,NA,41.32,31.142884,NA,0.44,NA,NA,10.77,NA,10.33,NA,NA,NA,2.06,0,NA,0.26,NA,NA,12.17,NA,NA,61.53,46.375161
"Slovenia","Donor","DAC","EU","2017-05-16",NA,2015,NA,9.04,NA,NA,0.59,NA,NA,14.31,NA,NA,25.1,22.62765,NA,0.9,NA,NA,13.87,NA,NA,42410.6,38233.1559,NA,25.1,22.62765,NA,0,0,NA,7.12,6.41868,NA,38.19,34.428285,NA,0.41,NA,NA,9.55,NA,9.14,NA,NA,NA,2.06,0,NA,0.27,NA,NA,10.73,NA,NA,63.29,57.055935
"Slovenia","Donor","DAC","EU","2017-05-16",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.23,26.432689,NA,NA,NA,NA,NA,NA,NA,43461.43573,39302.176331,NA,29.23,26.432689,NA,0,0,NA,7.66,6.926938,NA,50.42,45.594806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,0,NA,NA,NA,NA,NA,NA,NA,79.65,72.027495
"Spain","Donor","DAC","EU","2017-05-16",2015,2007,809.65,NA,NA,621.18,NA,NA,1295.39,NA,NA,2590.918274,NA,NA,596.22,NA,NA,1326.93,NA,NA,1171685.295457,NA,NA,2793.941986,NA,NA,203.023712,NA,NA,22.316459,NA,NA,1506.850475,NA,NA,361.72,NA,NA,939.24,NA,577.52,NA,NA,NA,0,NA,NA,393.96,NA,NA,990.04,NA,NA,4097.768749,NA,NA
"Spain","Donor","DAC","EU","2017-05-16",2015,2008,1017.27,NA,NA,848.71,NA,NA,1620.48,NA,NA,3467.93241,NA,NA,813.25,NA,NA,1613.07,NA,NA,1195442.316814,NA,NA,3733.479881,NA,NA,265.547471,NA,NA,31.443956,NA,NA,1605.787765,NA,NA,532.65,NA,NA,1182.97,NA,650.32,NA,NA,NA,0,NA,NA,549.63,NA,NA,1253.75,NA,NA,5073.720175,NA,NA
"Spain","Donor","DAC","EU","2017-05-16",2015,2009,1010.17,NA,NA,1190.02,NA,NA,1909.2,NA,NA,3515.881125,NA,NA,1012.16,NA,NA,1738.02,NA,NA,1151736.334984,NA,NA,3593.330235,NA,NA,77.44911,NA,NA,31.707462,NA,NA,1695.887284,NA,NA,793.4,NA,NA,1366.64,NA,573.24,NA,NA,NA,0,NA,NA,741.19,NA,NA,1377.94,NA,NA,5211.768409,NA,NA
"Spain","Donor","DAC","EU","2017-05-16",2015,2010,813.92,NA,NA,812.46,NA,NA,1530.99,NA,NA,3086.125913,NA,NA,685.43,NA,NA,1454.64,NA,NA,1171071.323748,NA,NA,3372.058208,NA,NA,285.932295,NA,NA,31.31021,NA,NA,1644.87806,NA,NA,474.82,NA,NA,1086.07,NA,611.25,NA,NA,NA,0,NA,NA,504.1,NA,NA,1155.13,NA,NA,4731.003973,NA,NA
"Spain","Donor","DAC","EU","2017-05-16",2015,2011,635.89,NA,NA,571.06,NA,NA,1142.39,NA,NA,1807.880904,NA,NA,519.81,NA,NA,1056.15,NA,NA,1170319.021769,NA,NA,1832.293387,NA,NA,24.412483,NA,NA,28.050265,NA,NA,1518.890103,NA,NA,419.92,NA,NA,838.76,NA,418.84,NA,NA,NA,0,NA,NA,322.51,NA,NA,796.36,NA,NA,3326.771007,NA,NA
"Spain","Donor","DAC","EU","2017-05-16",2015,2012,320.65,NA,NA,199.26,NA,NA,557.94,NA,NA,789.698864,NA,NA,222.15,NA,NA,513.9,NA,NA,1134811.209512,NA,NA,855.483953,NA,NA,65.785089,NA,NA,19.723373,NA,NA,913.134887,NA,NA,180.16,NA,NA,370.47,NA,190.31,NA,NA,NA,0,NA,NA,151.96,NA,NA,397.46,NA,NA,1702.833751,NA,NA
"Spain","Donor","DAC","EU","2017-05-16",2015,2013,316.3,NA,NA,145.96,NA,NA,523.54,NA,NA,587.278652,NA,NA,143.54,NA,NA,479.35,NA,NA,1130814.521364,NA,NA,791.362695,NA,NA,204.084043,NA,NA,20.543238,NA,NA,1175.101663,NA,NA,125.51,NA,NA,367.56,NA,242.05,NA,NA,NA,0,NA,NA,108.89,NA,NA,393.04,NA,NA,1762.380315,NA,NA
"Spain","Donor","DAC","EU","2017-05-16",2015,2014,384.56,NA,NA,122.98,NA,NA,603.21,NA,NA,389.843984,NA,NA,143.28,NA,NA,560.11,NA,NA,1173082.763485,NA,NA,389.843984,NA,NA,0,NA,NA,15.485871,NA,NA,1187.177275,NA,NA,104.18,NA,NA,409.14,NA,304.96,NA,NA,NA,0,NA,NA,103.59,NA,NA,462.41,NA,NA,1577.021259,NA,NA
"Spain","Donor","DAC","EU","2017-05-16",2015,2015,276.06,NA,NA,25.68,NA,NA,386.82,NA,NA,232.89,NA,NA,107.32,NA,NA,439.38,NA,NA,1196294.64,NA,NA,354.57,NA,NA,121.68,NA,NA,32.29,NA,NA,1042.17,NA,NA,81.36,NA,NA,314.42,NA,233.06,NA,NA,NA,0,NA,NA,36.29,NA,NA,303.31,NA,NA,1275.06,NA,NA
"Spain","Donor","DAC","EU","2017-05-16",2015,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.304876,NA,NA,NA,NA,NA,NA,NA,NA,1228471.400642,NA,NA,2480.700455,NA,NA,2154.395579,NA,NA,31.973672,NA,NA,1601.534114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1927.83899,NA,NA
"Spain","Donor","DAC","EU","2017-05-16",NA,2007,NA,967.6,NA,NA,742.34,NA,NA,1548.07,NA,NA,3096.36,2261.89098,NA,712.51,NA,NA,1585.78,NA,NA,1400260.1,1022890.00305,NA,3338.99,2439.132195,NA,242.63,177.241215,NA,26.67,19.482435,NA,1800.81,1315.491705,NA,432.24,NA,NA,1122.43,NA,690.19,NA,NA,NA,45.2,0,NA,470.79,NA,NA,1183.16,NA,NA,4897.17,3577.382685
"Spain","Donor","DAC","EU","2017-05-16",NA,2008,NA,1308.28,NA,NA,1091.51,NA,NA,2084.1,NA,NA,4460.1,3092.18733,NA,1045.9,NA,NA,2074.55,NA,NA,1537455.65,1065918.002145,NA,4801.62,3328.963146,NA,341.52,236.775816,NA,40.44,28.037052,NA,2065.2,1431.80316,NA,685.02,NA,NA,1521.39,NA,836.37,NA,NA,NA,46.16,0,NA,706.87,NA,NA,1612.44,NA,NA,6525.3,4523.99049
"Spain","Donor","DAC","EU","2017-05-16",NA,2009,NA,1257.45,NA,NA,1481.33,NA,NA,2376.55,NA,NA,4376.63,3142.858003,NA,1259.95,NA,NA,2163.5,NA,NA,1433701.43,1029540.996883,NA,4473.04,3212.090024,NA,96.41,69.232021,NA,39.47,28.343407,NA,2111.07,1515.959367,NA,987.65,NA,NA,1701.19,NA,713.54,NA,NA,NA,46.75,0,NA,922.63,NA,NA,1715.23,NA,NA,6487.7,4658.81737
"Spain","Donor","DAC","EU","2017-05-16",NA,2010,NA,965.16,NA,NA,963.44,NA,NA,1815.51,NA,NA,3659.76,2763.1188,NA,812.78,NA,NA,1724.96,NA,NA,1388744.37,1048501.99935,NA,3998.84,3019.1242,NA,339.08,256.0054,NA,37.13,28.03315,NA,1950.62,1472.7181,NA,563.02,NA,NA,1287.89,NA,724.87,NA,NA,NA,47.02,0,NA,597.77,NA,NA,1369.8,NA,NA,5610.38,4235.8369
"Spain","Donor","DAC","EU","2017-05-16",NA,2011,NA,791.87,NA,NA,711.11,NA,NA,1422.6,NA,NA,2251.29,1619.127768,NA,647.28,NA,NA,1315.21,NA,NA,1457356.79,1048131.003368,NA,2281.69,1640.991448,NA,30.4,21.86368,NA,34.93,25.121656,NA,1891.42,1360.309264,NA,522.92,NA,NA,1044.51,NA,521.59,NA,NA,NA,47.19,0,NA,401.6,NA,NA,991.69,NA,NA,4142.71,2979.437032
"Spain","Donor","DAC","EU","2017-05-16",NA,2012,NA,369.37,NA,NA,229.52,NA,NA,642.68,NA,NA,909.68,707.73104,NA,255.9,NA,NA,591.98,NA,NA,1307226.22,1017021.99916,NA,985.46,766.68788,NA,75.78,58.95684,NA,22.72,17.67616,NA,1051.87,818.35486,NA,207.5,NA,NA,426.73,NA,219.23,NA,NA,NA,47.27,0,NA,175.03,NA,NA,457.82,NA,NA,1961.55,1526.0859
"Spain","Donor","DAC","EU","2017-05-16",NA,2013,NA,377.69,NA,NA,174.3,NA,NA,625.14,NA,NA,701.25,528.1815,NA,171.4,NA,NA,572.35,NA,NA,1350268.19,1017022.000708,NA,944.94,711.728808,NA,243.69,183.547308,NA,24.53,18.475996,NA,1403.15,1056.85258,NA,149.9,NA,NA,438.94,NA,289.04,NA,NA,NA,47.13,0,NA,130.04,NA,NA,469.32,NA,NA,2104.4,1585.03408
"Spain","Donor","DAC","EU","2017-05-16",NA,2014,NA,457.69,NA,NA,146.36,NA,NA,717.89,NA,NA,463.96,349.686652,NA,170.57,NA,NA,666.66,NA,NA,1396105.88,1052245.001756,NA,463.96,349.686652,NA,0,0,NA,18.43,13.890691,NA,1412.88,1064.887656,NA,123.99,NA,NA,486.93,NA,362.94,NA,NA,NA,46.77,0,NA,123.29,NA,NA,550.32,NA,NA,1876.84,1414.574308
"Spain","Donor","DAC","EU","2017-05-16",NA,2015,NA,276.06,NA,NA,25.68,NA,NA,386.82,NA,NA,232.89,209.950335,NA,107.32,NA,NA,439.38,NA,NA,1196294.64,1078459.61796,NA,354.57,319.644855,NA,121.68,109.69452,NA,32.29,29.109435,NA,1042.17,939.516255,NA,81.36,NA,NA,314.42,NA,233.06,NA,NA,NA,46.62,0,NA,36.29,NA,NA,303.31,NA,NA,1275.06,1149.46659
"Spain","Donor","DAC","EU","2017-05-16",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.39,296.058777,NA,NA,NA,NA,NA,NA,NA,1232556.67,1114600.996681,NA,2488.95,2250.757485,NA,2161.56,1954.698708,NA,32.08,29.009944,NA,1606.86,1453.083498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.47,0,NA,NA,NA,NA,NA,NA,NA,1934.25,1749.142275
"Sweden","Donor","DAC","EU","2017-05-16",2015,2007,1164.3,NA,NA,851.78,NA,NA,1472.23,NA,NA,2627.140887,NA,NA,917.82,NA,NA,1624.86,NA,NA,426680.691492,NA,NA,2695.233632,NA,NA,68.092745,NA,NA,237.359469,NA,NA,1293.026804,NA,NA,687.38,NA,NA,1259.59,NA,572.21,NA,NA,NA,0,NA,NA,782.96,NA,NA,1365.07,NA,NA,3920.167691,NA,NA
"Sweden","Donor","DAC","EU","2017-05-16",2015,2008,1228.57,NA,NA,901.96,NA,NA,1560.75,NA,NA,2762.285872,NA,NA,1029.47,NA,NA,1737.74,NA,NA,424615.130286,NA,NA,2762.285872,NA,NA,0,NA,NA,330.056224,NA,NA,1397.150404,NA,NA,793.49,NA,NA,1365.87,NA,572.38,NA,NA,NA,0,NA,NA,832.57,NA,NA,1440.13,NA,NA,4159.436276,NA,NA
"Sweden","Donor","DAC","EU","2017-05-16",2015,2009,1203.02,NA,NA,876.96,NA,NA,1564.99,NA,NA,2931.354639,NA,NA,1023.13,NA,NA,1760.18,NA,NA,397819.267536,NA,NA,2951.383838,NA,NA,20.029199,NA,NA,300.987263,NA,NA,1509.801389,NA,NA,772.22,NA,NA,1355.2,NA,582.98,NA,NA,NA,0,NA,NA,794.69,NA,NA,1415.93,NA,NA,4441.156028,NA,NA
"Sweden","Donor","DAC","EU","2017-05-16",2015,2010,1112.75,NA,NA,800.81,NA,NA,1406.87,NA,NA,2682.617798,NA,NA,990.82,NA,NA,1694.47,NA,NA,428248.415733,NA,NA,2682.617798,NA,NA,0,NA,NA,363.298349,NA,NA,1469.358104,NA,NA,758.99,NA,NA,1290.96,NA,531.97,NA,NA,NA,0,NA,NA,739.16,NA,NA,1297.36,NA,NA,4151.975902,NA,NA
"Sweden","Donor","DAC","EU","2017-05-16",2015,2011,1322.33,NA,NA,955.24,NA,NA,1697.48,NA,NA,2825.857541,NA,NA,1081.18,NA,NA,1842.85,NA,NA,448545.398425,NA,NA,2977.79168,NA,NA,151.934139,NA,NA,398.809784,NA,NA,1591.984976,NA,NA,833.42,NA,NA,1431.88,NA,598.46,NA,NA,NA,0,NA,NA,871.07,NA,NA,1548.17,NA,NA,4417.842517,NA,NA
"Sweden","Donor","DAC","EU","2017-05-16",2015,2012,1243.3,NA,NA,1012.44,NA,NA,1667.03,NA,NA,3065.439789,NA,NA,1057.15,NA,NA,1744.54,NA,NA,453369.899867,NA,NA,3065.439789,NA,NA,0,NA,NA,480.91493,NA,NA,1349.925706,NA,NA,802.02,NA,NA,1299.13,NA,497.11,NA,NA,NA,0,NA,NA,827.98,NA,NA,1420.57,NA,NA,4415.365495,NA,NA
"Sweden","Donor","DAC","EU","2017-05-16",2015,2013,1272.87,NA,NA,936.65,NA,NA,1571.78,NA,NA,3143.338247,NA,NA,1123.89,NA,NA,1880.15,NA,NA,461166.398776,NA,NA,3143.338247,NA,NA,0,NA,NA,565.74681,NA,NA,1531.871247,NA,NA,859.38,NA,NA,1446.71,NA,587.33,NA,NA,NA,0,NA,NA,858.66,NA,NA,1446.61,NA,NA,4675.209494,NA,NA
"Sweden","Donor","DAC","EU","2017-05-16",2015,2014,1214.92,NA,NA,920.97,NA,NA,1597.41,NA,NA,3607.195298,NA,NA,1105.54,NA,NA,1834.02,NA,NA,473004.809007,NA,NA,3607.195298,NA,NA,0,NA,NA,909.716025,NA,NA,1569.378911,NA,NA,818.11,NA,NA,1351.87,NA,533.76,NA,NA,NA,0,NA,NA,816.8,NA,NA,1418.23,NA,NA,5176.574209,NA,NA
"Sweden","Donor","DAC","EU","2017-05-16",2015,2015,1357.17,NA,NA,873.11,NA,NA,1659.28,NA,NA,4827.67,NA,NA,1099.66,NA,NA,1973.12,NA,NA,504738.47,NA,NA,4827.67,NA,NA,0,NA,NA,2396.58,NA,NA,2261.63,NA,NA,847.26,NA,NA,1473.23,NA,625.97,NA,NA,NA,0,NA,NA,802.72,NA,NA,1522.14,NA,NA,7089.3,NA,NA
"Sweden","Donor","DAC","EU","2017-05-16",2015,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,3473.452269,NA,NA,NA,NA,NA,NA,NA,NA,521380.898717,NA,NA,3473.452269,NA,NA,0,NA,NA,823.800579,NA,NA,1410.676638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4884.128907,NA,NA
"Sweden","Donor","DAC","EU","2017-05-16",NA,2007,NA,1266.68,NA,NA,926.66,NA,NA,1601.68,NA,NA,2858.14,19313.88105,NA,998.53,NA,NA,1767.75,NA,NA,464197.85,3136816.971375,NA,2932.22,19814.47665,NA,74.08,500.5956,NA,258.23,1744.989225,NA,1406.72,9505.9104,NA,747.82,NA,NA,1370.34,NA,622.52,NA,NA,NA,9.18,0,NA,851.79,NA,NA,1485.09,NA,NA,4264.86,28819.79145
"Sweden","Donor","DAC","EU","2017-05-16",NA,2008,NA,1397.59,NA,NA,1026.05,NA,NA,1775.48,NA,NA,3142.36,20990.022092,NA,1171.1,NA,NA,1976.81,NA,NA,483039.65,3226559.950105,NA,3142.36,20990.022092,NA,0,0,NA,375.47,2508.026959,NA,1589.39,10616.648383,NA,902.69,NA,NA,1553.83,NA,651.14,NA,NA,NA,9.26,0,NA,947.12,NA,NA,1638.27,NA,NA,4731.75,31606.670475
"Sweden","Donor","DAC","EU","2017-05-16",NA,2009,NA,1226.5,NA,NA,894.06,NA,NA,1595.53,NA,NA,2988.55,22809.21131,NA,1043.09,NA,NA,1794.53,NA,NA,405581.35,3095477.97947,NA,3008.97,22965.060834,NA,20.42,155.849524,NA,306.86,2342.016892,NA,1539.26,11747.940172,NA,787.31,NA,NA,1381.67,NA,594.36,NA,NA,NA,9.35,0,NA,810.19,NA,NA,1443.57,NA,NA,4527.81,34557.151482
"Sweden","Donor","DAC","EU","2017-05-16",NA,2010,NA,1215,NA,NA,874.4,NA,NA,1536.15,NA,NA,2929.11,21096.036042,NA,1081.88,NA,NA,1850.18,NA,NA,467598,3367734.3156,NA,2929.11,21096.036042,NA,0,0,NA,396.68,2856.968696,NA,1604.37,11554.993614,NA,828.75,NA,NA,1409.59,NA,580.84,NA,NA,NA,9,0,NA,807.09,NA,NA,1416.58,NA,NA,4533.48,32651.029656
"Sweden","Donor","DAC","EU","2017-05-16",NA,2011,NA,1621.36,NA,NA,1171.26,NA,NA,2081.34,NA,NA,3464.85,22484.10462,NA,1325.65,NA,NA,2259.58,NA,NA,549972,3568878.3024,NA,3651.14,23692.977688,NA,186.29,1208.873068,NA,488.99,3173.153908,NA,1951.97,12666.723724,NA,1021.89,NA,NA,1755.7,NA,733.81,NA,NA,NA,9.52,0,NA,1068.06,NA,NA,1898.28,NA,NA,5416.82,35150.828344
"Sweden","Donor","DAC","EU","2017-05-16",NA,2012,NA,1475.45,NA,NA,1201.49,NA,NA,1978.33,NA,NA,3637.81,24623.972109,NA,1254.53,NA,NA,2070.28,NA,NA,538021.84,3641816.032776,NA,3637.81,24623.972109,NA,0,0,NA,570.71,3863.078919,NA,1601.98,10843.642422,NA,951.78,NA,NA,1541.73,NA,589.95,NA,NA,NA,9.56,0,NA,982.59,NA,NA,1685.85,NA,NA,5239.79,35467.614531
"Sweden","Donor","DAC","EU","2017-05-16",NA,2013,NA,1586.55,NA,NA,1167.47,NA,NA,1959.13,NA,NA,3917.93,25518.261676,NA,1400.85,NA,NA,2343.51,NA,NA,574808.54,3743842.982728,NA,3917.93,25518.261676,NA,0,0,NA,705.16,4592.848112,NA,1909.36,12436.043552,NA,1071.15,NA,NA,1803.26,NA,732.11,NA,NA,NA,9.64,0,NA,1070.26,NA,NA,1803.14,NA,NA,5827.29,37954.305228
"Sweden","Donor","DAC","EU","2017-05-16",NA,2014,NA,1462.76,NA,NA,1108.87,NA,NA,1923.35,NA,NA,4343.15,29793.574685,NA,1331.03,NA,NA,2208.16,NA,NA,569509.18,3906776.023882,NA,4343.15,29793.574685,NA,0,0,NA,1095.32,7513.785668,NA,1889.57,12962.261243,NA,985.02,NA,NA,1627.72,NA,642.7,NA,NA,NA,9.75,0,NA,983.45,NA,NA,1707.61,NA,NA,6232.72,42755.835928
"Sweden","Donor","DAC","EU","2017-05-16",NA,2015,NA,1357.17,NA,NA,873.11,NA,NA,1659.28,NA,NA,4827.67,40693.878731,NA,1099.66,NA,NA,1973.12,NA,NA,504738.47,4254591.985171,NA,4827.67,40693.878731,NA,0,0,NA,2396.58,20201.491794,NA,2261.63,19063.957759,NA,847.26,NA,NA,1473.23,NA,625.97,NA,NA,NA,9.85,0,NA,802.72,NA,NA,1522.14,NA,NA,7089.3,59757.83649
"Sweden","Donor","DAC","EU","2017-05-16",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3463.71,29637.234615,NA,NA,NA,NA,NA,NA,NA,519918.54,4448682.98751,NA,3463.71,29637.234615,NA,0,0,NA,821.49,7029.079185,NA,1406.72,12036.59968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,4870.43,41673.834295
"Switzerland","Donor","DAC","Non-EU","2017-05-16",2015,2007,450.21,NA,NA,325.24,NA,NA,578.28,NA,NA,1517.220047,NA,NA,390.5,NA,NA,692.14,NA,NA,574884.964905,NA,NA,1598.224308,NA,NA,81.004261,NA,NA,192.889577,NA,NA,533.302296,NA,NA,339.45,NA,NA,587.54,NA,248.09,NA,NA,NA,0,NA,NA,304.45,NA,NA,548.44,NA,NA,2050.522343,NA,NA
"Switzerland","Donor","DAC","Non-EU","2017-05-16",2015,2008,427.5,NA,NA,307.74,NA,NA,567.86,NA,NA,1648.532719,NA,NA,360.73,NA,NA,643.8,NA,NA,548804.594555,NA,NA,1760.82477,NA,NA,112.292051,NA,NA,296.121157,NA,NA,553.668189,NA,NA,317.24,NA,NA,554.19,NA,236.95,NA,NA,NA,0,NA,NA,282.26,NA,NA,528.26,NA,NA,2202.200908,NA,NA
"Switzerland","Donor","DAC","Non-EU","2017-05-16",2015,2009,477.38,NA,NA,345.07,NA,NA,624.85,NA,NA,1773.012383,NA,NA,411.04,NA,NA,736.09,NA,NA,583979.423029,NA,NA,1954.864102,NA,NA,181.851719,NA,NA,380.554174,NA,NA,624.750268,NA,NA,349.8,NA,NA,604.64,NA,254.84,NA,NA,NA,0,NA,NA,316.89,NA,NA,573.93,NA,NA,2397.762651,NA,NA
"Switzerland","Donor","DAC","Non-EU","2017-05-16",2015,2010,511.92,NA,NA,333.64,NA,NA,646.37,NA,NA,1801.94341,NA,NA,433.2,NA,NA,775.79,NA,NA,626927.80235,NA,NA,1834.447535,NA,NA,32.504125,NA,NA,391.592213,NA,NA,629.555834,NA,NA,370.24,NA,NA,641.9,NA,271.66,NA,NA,NA,0,NA,NA,312.19,NA,NA,610.87,NA,NA,2431.499244,NA,NA
"Switzerland","Donor","DAC","Non-EU","2017-05-16",2015,2011,511.87,NA,NA,449.1,NA,NA,738.67,NA,NA,2085.807942,NA,NA,486.68,NA,NA,793.96,NA,NA,605423.89028,NA,NA,2156.592703,NA,NA,70.784761,NA,NA,488.934298,NA,NA,618.895883,NA,NA,411.08,NA,NA,658.7,NA,247.62,NA,NA,NA,0,NA,NA,375.5,NA,NA,651.2,NA,NA,2704.703825,NA,NA
