"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_Constant Prices","Total_ODA_Current Prices","Total_ODA_Ex_DR_Constant Prices","Total_ODA_Ex_DR_Current Prices","Total_ODA_Ex_DR_National currency","Total_ODA_National currency"
"Timor Leste","Donor","Non-DAC","Non-EU","2018-04-10",2015,0,0,NA,0.56,0.56,NA,0.56,0.56,NA,3.982574,4,NA,0.44,0.44,NA,0.44,0.44,NA,0,0,NA,3.982574,4,NA,0,0,NA,0,0,NA,0,0,NA,1.93,1.94,NA,1.93,1.94,0,0,NA,NA,0.5,0.5,NA,0.5,0.5,NA,3.982574,4,3.982574,4,NA,NA
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2007,33.45,39.79,51.723021,26.06,30.99,40.283901,39.7,47.22,61.381278,458.163666,545.04,708.497496,176.65,210.14,273.160986,192.75,229.31,298.080069,553779.187843,658786,856355.9214,458.163666,545.04,708.497496,0,0,0,33.464508,39.81,51.749019,48.158294,57.29,74.471271,84.77,100.83,131.068917,97.52,115.99,12.75,15.16,19.706484,150.775401,23.61,28.08,36.501192,35.56,42.3,54.98577,506.32196,602.33,506.32196,602.33,782.968767,782.968767
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2008,37.32,49.33,64.553238,39.11,51.73,67.693878,48.12,63.59,83.213874,556.19573,735.74,962.789364,270.59,357.92,468.374112,278.37,368.15,481.76109,560770.847034,741792,970709.0112,556.19573,735.74,962.789364,0,0,0,82.589479,109.25,142.96455,33.731282,44.62,58.389732,147.04,194.54,254.575044,152.99,202.37,5.95,7.83,10.246338,264.821382,34.27,45.33,59.318838,40.14,53.06,69.434316,589.927012,780.36,589.927012,780.36,1021.179096,1021.179096
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2009,36.09,42.65,65.932635,39.74,46.96,72.595464,48.68,57.51,88.904709,562.855616,665.31,1028.502729,236.17,279.14,431.522526,245.94,290.69,449.377671,522502.021,617611,954764.8449,562.855616,665.31,1028.502729,0,0,0,54.203543,64.07,99.045813,35.413771,41.86,64.711374,115.64,136.68,211.293612,122.89,145.26,7.25,8.58,13.263822,224.557434,37.01,43.73,67.602207,45.53,53.8,83.16942,598.269387,707.17,598.269387,707.17,1093.214103,1093.214103
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2010,29.74,38.58,57.83142,29.31,38.08,57.08192,35.29,45.78,68.62422,707.877433,920.13,1379.27487,290.08,377.03,565.16797,297.08,386.08,578.73392,567164.726817,737225.48,1105100.99452,707.877433,920.13,1379.27487,0,0,0,51.236931,66.6,99.8334,36.381298,47.29,70.88771,122.35,159.04,238.40096,127.72,165.97,5.37,6.93,10.38807,248.78903,26.51,34.44,51.62556,31.81,41.26,61.84874,744.258731,967.42,744.258731,967.42,1450.16258,1450.16258
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2011,159.94,202.49,338.502533,213.09,269.78,450.991226,226.58,286.85,479.527145,968.405541,1226.21,2049.855257,605.06,766.12,1280.722804,619.52,784.39,1311.264763,609926.246434,772298,1291050.5666,968.405541,1226.21,2049.855257,0,0,0,168.612703,213.5,356.90795,36.960536,46.8,78.23556,221.29,280.15,468.326755,233.34,295.41,12.05,15.26,25.510142,493.836897,166.91,211.3,353.23021,179.7,227.48,380.278316,1005.366077,1273.01,1005.366077,1273.01,2128.090817,2128.090817
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2012,565.53,718.11,1286.565876,590.26,749.47,1342.750452,625.03,793.65,1421.90334,1907.892585,2422.5,4340.151,1538.66,1953.71,3500.266836,1578.86,2004.77,3591.745932,619262.16072,786293,1408722.5388,1907.892585,2422.5,4340.151,0,0,0,87.262951,110.8,198.50928,87.262951,110.8,198.50928,269.08,341.69,612.171804,297.42,377.7,28.34,36.01,64.515516,676.68732,141.37,179.5,321.5922,174.63,221.75,397.2873,1995.155536,2533.3,1995.155536,2533.3,4538.66028,4538.66028
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2013,618.15,781.44,1488.565056,619.19,782.73,1491.022377,678.84,858.16,1634.708984,2497.204966,3156.67,6013.140683,2073.47,2621.07,4992.876243,2142.38,2708.18,5158.812082,648692.47409,820000,1562018,2497.204966,3156.67,6013.140683,0,0,0,69.062016,87.3,166.29777,119.454346,151,287.6399,227.6,287.72,548.077828,282.26,356.81,54.66,69.09,131.609541,679.687369,151.02,190.93,363.702557,208.37,263.46,501.864954,2616.659312,3307.67,2616.659312,3307.67,6300.780583,6300.780583
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2014,148.26,175.47,384.10383,323.85,383.29,839.02181,354.02,418.99,917.16911,2959.253954,3502.35,7666.64415,2243.62,2655.37,5812.60493,2272.1,2689.1,5886.4399,676037.461493,800107,1751434.223,2959.253954,3502.35,7666.64415,0,0,0,97.708147,115.64,253.13596,74.970978,88.73,194.22997,179.01,211.86,463.76154,202.68,239.87,23.67,28.01,61.31389,525.07543,129.8,153.64,336.31796,156.82,185.61,406.30029,3034.224932,3591.08,3034.224932,3591.08,7860.87412,7860.87412
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2015,203.86,209.56,570.63188,178.43,183.44,499.50712,212.87,218.82,595.84686,3740.781678,3845.9,10472.3857,2896.37,2977.74,8108.38602,2928.06,3010.28,8196.99244,761596.654211,782998,2132103.554,3740.781678,3845.9,10472.3857,0,0,0,0,0,0,71.238163,73.24,199.43252,443.77,456.24,1242.34152,470.92,484.13,27.15,27.89,75.94447,1318.28599,384.95,395.77,1077.68171,417.8,429.52,1169.58296,3812.019841,3919.14,3812.019841,3919.14,10671.81822,10671.81822
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2016,-274.58,-274.58,-829.91805,-306.18,-306.18,-925.42905,-288.92,-288.92,-873.2607,6237.53,6237.53,18852.934425,5666.29,5666.29,17126.361525,5688.31,5688.31,17192.916975,858758,858758,2595596.055,6237.53,6237.53,18852.934425,0,0,0,42.6,42.6,128.7585,250.15,250.15,756.078375,153.29,153.29,463.319025,169.8,169.8,16.51,16.51,49.901475,513.2205,118.42,118.42,357.92445,133.92,133.92,404.7732,6487.68,6487.68,6487.68,6487.68,19609.0128,19609.0128
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,8893.714317,7950.45,29008.01187,NA,NA,NA,NA,NA,NA,960643.525719,858758,3133264.4388,8893.714317,7950.45,29008.01187,0,0,0,15.85117,14.17,51.700662,215.271637,192.44,702.136584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9108.985954,8142.89,9108.985954,8142.89,29710.148454,29710.148454
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2007,119,124.1,455.75725,351.68,366.83,1347.183175,351.68,366.83,1347.183175,2316.185634,2416.18,8873.42105,1233.31,1286.52,4724.7447,1233.31,1286.52,4724.7447,0,0,0,2316.185634,2416.18,8873.42105,0,0,0,0,0,0,9.020564,9.41,34.558225,1040.72,1085.61,3986.902725,1040.72,1085.61,0,0,0,3986.902725,83.52,87.09,319.838025,83.52,87.09,319.838025,2325.206198,2425.59,2325.206198,2425.59,8907.979275,8907.979275
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2008,396.39,432.93,1589.935425,716.74,782.81,2874.869725,716.74,782.81,2874.869725,1152.148603,1258.39,4621.437275,624.06,681.6,2503.176,624.06,681.6,2503.176,0,0,0,1152.148603,1258.39,4621.437275,0,0,0,0,0,0,6.738621,7.36,27.0296,127.35,139.08,510.7713,127.35,139.08,0,0,0,510.7713,79.95,87.31,320.645975,79.95,87.31,320.645975,1158.887224,1265.75,1158.887224,1265.75,4648.466875,4648.466875
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2009,76.29,80.53,295.746425,80.9,85.4,313.6315,80.9,85.4,313.6315,896.765795,946.63,3476.498675,693.99,732.59,2690.436775,693.99,732.59,2690.436775,242635.004328,256126.6,940624.9385,896.765795,946.63,3476.498675,0,0,0,0,0,0,0,0,0,190.17,200.74,737.21765,190.17,200.74,0,0,0,737.21765,26.04,27.48,100.9203,26.04,27.48,100.9203,896.765795,946.63,896.765795,946.63,3476.498675,3476.498675
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2010,85.21,90.75,333.279375,87.29,93,341.5425,92.44,98.45,361.557625,357.981668,381.39,1400.654775,316,336.64,1236.3104,322.67,343.71,1262.274975,268362.540563,285910.7,1050007.04575,357.981668,381.39,1400.654775,0,0,0,0,0,0,30.439564,32.43,119.099175,141.49,150.74,553.59265,146.44,155.99,4.95,5.25,19.280625,572.873275,74.83,79.73,292.808425,79.5,84.68,310.9873,388.421232,413.82,388.421232,413.82,1519.75395,1519.75395
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2011,96.89,109.47,402.028575,111.15,125.58,461.19255,121.52,137.29,504.197525,588.13664,664.44,2440.1559,282.33,318.96,1171.3806,293.04,331.05,1215.781125,307608.403924,347516.74,1276255.22765,588.13664,664.44,2440.1559,0,0,0,0,0,0,47.232212,53.36,195.9646,120.16,135.75,498.541875,128.59,145.28,8.43,9.53,34.998925,533.5408,34.78,39.29,144.292525,43.33,48.94,179.73215,635.368852,717.8,635.368852,717.8,2636.1205,2636.1205
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2012,141.59,156.23,573.754675,159.5,175.97,646.249825,163.7,180.57,663.143325,630.25904,695.35,2553.672875,472.03,520.82,1912.71145,476.69,525.94,1931.51465,337685.968337,372561,1368230.2725,630.25904,695.35,2553.672875,0,0,0,0,0,0,57.827751,63.8,234.3055,258.53,285.23,1047.507175,261.92,288.98,3.39,3.75,13.771875,1061.27905,148.14,163.44,600.2334,151.85,167.51,615.180475,688.086791,759.15,688.086791,759.15,2787.978375,2787.978375
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2013,4206.06,4666.94,17139.33715,4290.99,4761.22,17485.58045,4298.45,4769.45,17515.805125,4849.798865,5381.26,19762.67735,4492.47,4984.79,18306.641275,4501.91,4995.19,18344.835275,362862.065371,402626,1478643.985,4849.798865,5381.26,19762.67735,0,0,0,0,0,0,18.601563,20.64,75.8004,149.59,165.98,609.56155,155.83,172.88,6.24,6.9,25.34025,634.9018,53.34,59.18,217.33855,60.47,67.05,246.241125,4868.400428,5401.9,4868.400428,5401.9,19838.47775,19838.47775
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2014,2942.89,3278.55,12040.474875,3399.24,3786.94,13907.53715,3407.56,3796.24,13941.6914,4443.141418,4949.91,18178.544475,3289.28,3664.44,13457.6559,3299.06,3675.34,13497.68615,361962.456173,403246.58,1480923.06505,4443.141418,4949.91,18178.544475,0,0,0,0,0,0,117.10359,130.46,479.11435,180.61,201.21,738.943725,188.15,209.62,7.54,8.41,30.885725,769.82945,57.56,64.13,235.517425,65.1,72.55,266.439875,4560.245008,5080.37,4560.245008,5080.37,18657.658825,18657.658825
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2015,2732.19,2744.1,10077.70725,2822.33,2834.68,10410.3623,2828.19,2840.54,10431.88315,4333.866646,4352.83,15985.768175,3907.78,3924.85,14414.011625,3914.53,3931.6,14438.801,368954.594895,370569,1360914.6525,4333.866646,4352.83,15985.768175,0,0,0,0,0,0,28.415664,28.54,104.81315,1194.11,1199.34,4404.57615,1198.71,1203.94,4.6,4.6,16.8935,4421.46965,242.46,243.52,894.3272,247.51,248.57,912.873325,4362.28231,4381.37,4362.28231,4381.37,16090.581325,16090.581325
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2016,2292.9,2292.9,8420.67525,2453.33,2453.33,9009.854425,2464.67,2464.67,9051.500575,4171.32,4171.32,15319.1727,3543.35,3543.35,13012.952875,3558.01,3558.01,13066.791725,350972,350972,1288944.67,4171.32,4171.32,15319.1727,0,0,0,4.68,4.68,17.1873,69.8,69.8,256.3405,1237.1,1237.1,4543.24975,1247.04,1247.04,9.94,9.94,36.50465,4579.7544,186.37,186.37,684.443825,196.99,196.99,723.445775,4241.12,4241.12,4241.12,4241.12,15575.5132,15575.5132
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,4364.126358,4437.89,16298.151025,NA,NA,NA,NA,NA,NA,345138.377949,350972,1288944.67,4364.126358,4437.89,16298.151025,0,0,0,0,0,0,154.675631,157.29,577.647525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4518.801989,4595.18,4518.801989,4595.18,16875.79855,16875.79855
"United Kingdom","Donor","DAC","EU","2018-04-10",2007,2905.78,3693.23,1845.507031,1937.37,2462.42,1230.471274,3523.64,4478.54,2237.926438,4351.918588,5531.33,2764.005601,2351.49,2988.74,1493.473378,4086.31,5193.69,2595.286893,2180801.972429,2771820.09,1385078.498973,4407.150275,5601.53,2799.084541,55.231687,70.2,35.07894,0,0,0,3341.446228,4247.01,2122.230897,1823.76,2318.01,1158.309597,3193.82,4059.35,1370.06,1741.34,870.147598,2028.457195,1857.11,2360.4,1179.49188,3264.41,4149.05,2073.280285,7748.596503,9848.54,7693.364816,9778.34,4886.236498,4921.315438
"United Kingdom","Donor","DAC","EU","2018-04-10",2008,2962.04,3499.86,1934.372622,2195.56,2594.21,1433.819867,3901.71,4610.15,2548.029905,5733.192315,6774.12,3744.056124,3120.77,3687.39,2038.020453,4878.14,5763.88,3185.696476,2261496.086848,2672096.98,1476868.000846,6198.085547,7323.42,4047.654234,464.893232,549.3,303.59811,0,0,0,3534.686579,4176.45,2308.323915,2177.23,2572.54,1421.842858,3631.99,4291.45,1454.76,1718.91,950.041557,2371.884415,1994.68,2356.85,1302.630995,3550.24,4194.87,2318.504649,9732.772126,11499.87,9267.878894,10950.57,6052.380039,6355.978149
"United Kingdom","Donor","DAC","EU","2018-04-10",2009,3302.84,3420.42,2189.752884,2699.1,2795.13,1789.442226,4371.12,4526.7,2897.99334,7096.387996,7348.94,4704.791388,3165.28,3277.9,2098.51158,4855.8,5028.6,3219.30972,2146561.751667,2222955.33,1423136.002266,7137.514358,7391.53,4732.057506,41.126362,42.59,27.266118,11.095137,11.49,7.355898,3757.360028,3891.08,2491.069416,2475.89,2563.99,1641.466398,3790.16,3925.04,1314.27,1361.05,871.34421,2512.810608,2418.21,2504.26,1603.227252,3902.37,4041.28,2587.227456,10894.874386,11282.61,10853.748024,11240.02,7195.860804,7223.126922
"United Kingdom","Donor","DAC","EU","2018-04-10",2010,4256.98,4427.2,2866.612,2957.2,3075.44,1991.3474,5321.71,5534.52,3583.6017,7550.971483,7852.93,5084.772175,3416.74,3553.36,2300.8006,5928.95,6166.05,3992.517375,2191935.107875,2279589.19,1476034.000525,7708.473094,8016.73,5190.832675,157.501611,163.8,106.0605,17.375178,18.07,11.700325,4842.578389,5036.23,3260.958925,2496.01,2595.81,1680.786975,4487.07,4666.5,1991.06,2070.69,1340.771775,3021.55875,2771.3,2882.11,1866.166225,4967.83,5166.49,3345.302275,12551.051483,13052.96,12393.549872,12889.16,8345.7311,8451.7916
"United Kingdom","Donor","DAC","EU","2018-04-10",2011,4138.85,4557.76,2843.130688,3095.36,3408.62,2126.297156,5250.95,5782.43,3607.079834,7529.825982,8291.94,5172.512172,3891.89,4285.81,2673.488278,5998.05,6605.18,4120.311284,2233127.868939,2459148.77,1534017.002726,7694.735086,8473.54,5285.794252,164.909104,181.6,113.28208,28.42321,31.3,19.52494,4866.280601,5358.81,3342.825678,3036.65,3344,2085.9872,4712.45,5189.43,1675.8,1845.43,1151.179234,3237.166434,2901.74,3195.41,1993.296758,4834.92,5324.29,3321.292102,12561.015687,13832.35,12396.106583,13650.75,8515.33785,8628.61993
"United Kingdom","Donor","DAC","EU","2018-04-10",2012,4135.2,4571.43,2885.029473,3116.63,3445.41,2174.398251,5135.38,5677.11,3582.824121,7736.771215,8552.94,5397.760434,3816.33,4218.92,2662.560412,5875.73,6495.58,4099.360538,2236229.959005,2472134.71,1560164.215481,7838.490615,8665.39,5468.727629,101.7194,112.45,70.967195,40.669668,44.96,28.374256,4727.351438,5226.05,3298.160155,2750.52,3040.64,1918.947904,4172.05,4612.15,1421.53,1571.51,991.779961,2910.727865,2853.5,3154.52,1990.817572,4604.26,5089.97,3212.280067,12565.842053,13891.44,12464.122653,13778.99,8695.920589,8766.887784
"United Kingdom","Donor","DAC","EU","2018-04-10",2013,5113.66,5684.17,3635.595132,3516.76,3909.11,2500.266756,6344.13,7051.93,4510.414428,9428.336602,10480.23,6703.155108,4682.85,5205.3,3329.30988,7778.91,8646.78,5530.480488,2281579.090812,2536128.55,1622107.82058,9486.515719,10544.9,6744.51804,58.179117,64.67,41.362932,45.467335,50.54,32.325384,6591.099308,7326.45,4685.99742,3191.22,3547.26,2268.827496,5568.07,6189.3,2376.85,2642.04,1689.848784,3958.67628,3245.66,3607.77,2307.529692,5848.08,6500.56,4157.758176,16077.615027,17871.35,16019.43591,17806.68,11389.152528,11430.51546
"United Kingdom","Donor","DAC","EU","2018-04-10",2014,5354.68,6375.17,3872.278258,3645.84,4340.64,2636.504736,6804.53,8101.34,4920.753916,9428.395734,11225.19,6818.180406,4523.01,5384.95,3270.81863,7828.86,9320.83,5661.472142,2309084.114347,2749132.37,1669823.001538,9432.864172,11230.51,6821.411774,4.468438,5.32,3.231368,186.397699,221.92,134.794208,6746.921381,8032.7,4879.06198,3195.29,3804.22,2310.683228,5553.33,6611.68,2358.04,2807.46,1705.251204,4015.934432,3308.28,3938.75,2392.39675,5988.63,7129.95,4330.73163,16179.785553,19263.21,16175.317115,19257.89,11697.242386,11700.473754
"United Kingdom","Donor","DAC","EU","2018-04-10",2015,5163.98,5731.67,3751.378015,3786.94,4203.27,2751.040215,6591.18,7315.79,4788.184555,10557.379779,11718.02,7669.44409,5092.1,5651.87,3699.148915,7938.39,8811.06,5766.83877,2371768.205564,2632511.84,1722978.99928,10557.379779,11718.02,7669.44409,0,0,0,351.812954,390.49,255.575705,6157.857389,6834.83,4473.396235,3437.39,3815.28,2497.10076,5511.32,6117.21,2073.93,2301.93,1506.613185,4003.713945,3428.52,3805.44,2490.66048,5862.12,6506.56,4258.54352,16715.237168,18552.85,16715.237168,18552.85,12142.840325,12142.840325
"United Kingdom","Donor","DAC","EU","2018-04-10",2016,5305.61,5305.61,3931.45701,3857.06,3857.06,2858.08146,6986.9,6986.9,5177.2929,11514.07,11514.07,8531.92587,5118.28,5118.28,3792.64548,8269.87,8269.87,6127.97367,2578553,2578553,1910707.773,11517.1,11517.1,8534.1711,3.03,3.03,2.24523,574.03,574.03,425.35623,6535.73,6535.73,4842.97593,3175.86,3175.86,2353.31226,5625.38,5625.38,2449.52,2449.52,1815.09432,4168.40658,3344.97,3344.97,2478.62277,6057.15,6057.15,4488.34815,18052.83,18052.83,18049.8,18049.8,13374.9018,13377.14703
"United Kingdom","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,3836.57541870371,3735.76,2901.191216,7260.34387245495,7069.56054942523,5490.22072268363,11498.655341,11196.5,8695.2019,NA,NA,NA,NA,NA,NA,2650590.756063,2580939.99,2004357.996234,11502.475731,11200.22,8698.090852,3.82039,3.72,2.888952,504.322304,491.07,381.364962,6922.105275,6740.21,5234.447086,3364.66481131765,3276.25,2544.33575,6202.57704547161,6039.58913734063,2837.91223415396,2763.33913734063,2146.00917405874,4690.34492405874,3576.63484323095,3482.65,2704.62599,6595.70422021632,6422.38593241068,4987.62491511013,18424.581006,17940.43,18420.760616,17936.71,13929.648986,13932.537938
"United States","Donor","DAC","Non-EU","2018-04-10",2007,5917.54,5169.77,5169.77,5758.42,5030.77,5030.77,7364.97,6434.29,6434.29,21516.527621,18797.6,18797.6,12024.51,10505.08,10505.08,13853.63,12103.05,12103.05,15939715.995251,13925500,13925500,21635.055329,18901.15,18901.15,118.527708,103.55,103.55,516.279452,451.04,451.04,3303.151444,2885.75,2885.75,5494.04,4799.8,4799.8,7023.44,6135.93,1529.4,1336.13,1336.13,6135.93,5228.5,4567.8,4567.8,6777.73,5921.25,5921.25,24938.206773,21786.9,24819.679065,21683.35,21683.35,21786.9
"United States","Donor","DAC","Non-EU","2018-04-10",2008,7714.07,6871.53,6871.53,8085.23,7202.13,7202.13,9631.84,8579.83,8579.83,26085.72408,23236.46,23236.46,13929.36,12407.94,12407.94,15569.33,13868.81,13868.81,16177296.787324,14410300,14410300,26330.298161,23454.32,23454.32,244.574081,217.86,217.86,622.796121,554.77,554.77,3348.181672,2982.47,2982.47,7888.04,7026.47,7026.47,9284.89,8270.75,1396.85,1244.28,1244.28,8270.75,7521.09,6699.62,6699.62,8965.47,7986.25,7986.25,29678.479833,26436.79,29433.905752,26218.93,26218.93,26436.79
"United States","Donor","DAC","Non-EU","2018-04-10",2009,8123.57,7291.19,7291.19,8548.34,7672.44,7672.44,10368.51,9306.09,9306.09,27850.390032,24996.77,24996.77,15123.02,13573.44,13573.44,17148.76,15391.61,15391.61,15610489.464552,14011000,14011000,28047.44029,25173.63,25173.63,197.050258,176.86,176.86,824.901448,740.38,740.38,4075.27253,3657.71,3657.71,8948.88,8031.95,8031.95,10490.23,9415.35,1541.35,1383.4,1383.4,9415.35,8292.6,7442.91,7442.91,10038.06,9009.51,9009.51,32122.71282,28831.34,31925.662562,28654.48,28654.48,28831.34
"United States","Donor","DAC","Non-EU","2018-04-10",2010,7933.17,7207.32,7207.32,8290.08,7531.55,7531.55,10271.03,9331.28,9331.28,28502.359322,25894.4,25894.4,15185.69,13796.21,13796.21,17417.2,15823.57,15823.57,16109627.181933,14635600,14635600,28525.155134,25915.11,25915.11,22.795812,20.71,20.71,834.110961,757.79,757.79,4118.050691,3741.25,3741.25,9836.16,8936.16,8936.16,11654.15,10587.83,1817.99,1651.67,1651.67,10587.83,8172.81,7425,7425,10069.36,9148.06,9148.06,32643.205825,29656.36,32620.410013,29635.65,29635.65,29656.36
"United States","Donor","DAC","Non-EU","2018-04-10",2011,9307.89,8630.81,8630.81,9982.9,9256.74,9256.74,11724.59,10871.72,10871.72,28318.357462,26258.4,26258.4,15818.3,14667.61,14667.61,17737.55,16447.23,16447.23,16404618.364935,15211300,15211300,29434.423246,27293.28,27293.28,1116.065784,1034.88,1034.88,789.144612,731.74,731.74,3961.069398,3672.93,3672.93,10855.77,10066.08,10066.08,12445.59,11540.24,1589.82,1474.16,1474.16,11540.24,9619.83,8920.08,8920.08,11304.72,10482.39,10482.39,33395.492644,30966.21,32279.42686,29931.33,29931.33,30966.21
"United States","Donor","DAC","Non-EU","2018-04-10",2012,9561.65,9029.42,9029.42,9428.46,8903.69,8903.69,12047.04,11376.5,11376.5,26877.991582,25381.89,25381.89,13095.49,12366.57,12366.57,16037.95,15145.21,15145.21,17487925.130142,16514500,16514500,26921.312967,25422.8,25422.8,43.321385,40.91,40.91,880.543424,831.53,831.53,5537.830604,5229.58,5229.58,9663.34,9125.46,9125.46,11813.59,11156.01,2150.25,2030.55,2030.55,11156.01,9116.79,8609.36,8609.36,11659.35,11010.38,11010.38,32459.143571,30652.38,32415.822186,30611.47,30611.47,30652.38
"United States","Donor","DAC","Non-EU","2018-04-10",2013,10162.23,9751.63,9751.63,10074.57,9667.45,9667.45,12330.51,11832.27,11832.27,27284.261764,26181.66,26181.66,14183.9,13610.73,13610.73,16827.8,16147.83,16147.83,17928833.56776,17204300,17204300,27470.40408,26360.28,26360.28,186.142316,178.62,178.62,1017.623849,976.5,976.5,5113.004914,4906.38,4906.38,9213.52,8841.21,8841.21,11286.62,10830.57,2073.1,1989.36,1989.36,10830.57,9698.7,9306.77,9306.77,11906.2,11425.1,11425.1,32583.408994,31266.66,32397.266678,31088.04,31088.04,31266.66
"United States","Donor","DAC","Non-EU","2018-04-10",2014,9350.73,9133.83,9133.83,9559.19,9337.5,9337.5,12380.74,12093.59,12093.59,28114.070064,27462.1,27462.1,12545.62,12254.65,12254.65,15674.51,15310.96,15310.96,18246335.625021,17823200,17823200,28162.390626,27509.3,27509.3,48.320562,47.2,47.2,1275.212392,1245.64,1245.64,5718.830655,5586.21,5586.21,8841.35,8636.32,8636.32,11103.74,10846.23,2262.39,2209.91,2209.91,10846.23,9686.65,9462.01,9462.01,12277.64,11992.88,11992.88,33881.221281,33095.51,33832.900719,33048.31,33048.31,33095.51
"United States","Donor","DAC","Non-EU","2018-04-10",2015,9058.43,8944.3,8944.3,9438.91,9320.01,9320.01,11562.63,11416.96,11416.96,26982.851617,26642.94,26642.94,12550.88,12392.78,12392.78,14790.45,14604.14,14604.14,18731972.653751,18496000,18496000,26994.164124,26654.11,26654.11,11.312507,11.17,11.17,1217.456692,1202.12,1202.12,4386.690545,4331.43,4331.43,9238.26,9121.88,9121.88,10874.39,10737.4,1636.13,1615.52,1615.52,10737.4,9533.12,9413.03,9413.03,11448.8,11304.57,11304.57,31380.854669,30985.54,31369.542162,30974.37,30974.37,30985.54
