"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Constant_price_date","Time_Period","Africa_Fragile_ODA_Constant_Prices","Africa_Fragile_ODA_Current_Prices","Africa_ODA_Bilateral_Constant_Prices","Africa_ODA_Bilateral_Current_Prices","Africa_ODA_Constant_Prices","Africa_ODA_Current_Prices","Bilat_ODA_Ex_Debt_Relief_Constant_Prices","Bilat_ODA_Ex_Debt_Relief_Current_Prices","Fragile_State_ODA_Bilateral_Constant_Prices","Fragile_State_ODA_Bilateral_Current_Prices","Fragile_State_ODA_Constant_Prices","Fragile_State_ODA_Current_Prices","GNI_Constant_Prices","GNI_Current_Prices","IA_Bilateral_ODA_Constant_Prices","IA_Bilateral_ODA_Current_Prices","IA6_Debt_Relief_Constant_Prices","IA6_Debt_Relief_Current_Prices","IA82_In_Donor_Refugee_Cost_Constant_Prices","IA82_In_Donor_Refugee_Cost_Current_Prices","IB_Multilateral_ODA_Constant_Prices","IB_Multilateral_ODA_Current_Prices","LDC_ODA_Bilateral_Constant_Prices","LDC_ODA_Bilateral_Current_Prices","LDC_ODA_Constant_Prices","LDC_ODA_Current_Prices","LDC_ODA_Imputed_Multilateral_Constant_Prices","LDC_ODA_Imputed_Multilateral_Current_Prices","SSA_ODA_Bilateral_Constant_Prices","SSA_ODA_Bilateral_Current_Prices","SSA_ODA_Constant_Prices","SSA_ODA_Current_Prices","Total_ODA_ONE_Constant_Prices","Total_ODA_ONE_Current_Prices"
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2016,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2016,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2016,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2016,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",NA,2007,NA,3.28,NA,0.66,NA,3.84,NA,60.63,NA,48.61,NA,52.56,NA,187923,NA,60.63,NA,0,NA,0,NA,6.28,NA,49.13,NA,52.63,NA,3.5,NA,0.59,NA,3.7,NA,66.91
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",NA,2008,NA,1.88,NA,1.24,NA,3.69,NA,166.38,NA,129.65,NA,130.95,NA,196703.47,NA,166.38,NA,0,NA,0,NA,10.66,NA,130.38,NA,131.32,NA,0.94,NA,1.18,NA,2.19,NA,177.04
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",NA,2009,NA,1.66,NA,1.5,NA,2.25,NA,34.77,NA,28.91,NA,29.6,NA,205459.46,NA,34.77,NA,0,NA,0,NA,3.71,NA,29.76,NA,30.27,NA,0.51,NA,1.4,NA,2.11,NA,38.48
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",NA,2010,NA,3.54,NA,1.11,NA,4.79,NA,-4.39,NA,-8.67,NA,-5.12,NA,339769.8,NA,-4.39,NA,0,NA,0,NA,8.86,NA,-8.08,NA,-5.03,NA,3.05,NA,1.04,NA,4.21,NA,4.47
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",NA,2011,NA,3.53,NA,0.73,NA,4.65,NA,14.14,NA,10.03,NA,13.72,NA,347019.19,NA,14.14,NA,0,NA,0,NA,8.65,NA,10.46,NA,13.7,NA,3.24,NA,0.71,NA,4.11,NA,22.79
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",NA,2012,NA,2.44,NA,0.86,NA,3.35,NA,5.08,NA,0.659999999999999,NA,3.18,NA,381575.92,NA,5.08,NA,0,NA,0,NA,6.41,NA,1.64,NA,3.77,NA,2.13,NA,0.78,NA,2.93,NA,11.49
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",NA,2013,NA,4.67,NA,1.4,NA,6.36,NA,27.72,NA,22.68,NA,28.02,NA,375844.021,NA,27.72,NA,0,NA,0,NA,8.64,NA,24,NA,28.37,NA,4.37,NA,1.29,NA,5.52,NA,36.36
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",NA,2014,NA,0.78,NA,0.88,NA,0.88,NA,60.49,NA,55.91,NA,55.91,NA,375844.02,NA,60.49,NA,0,NA,0,NA,8.48,NA,56.71,NA,56.71,NA,0,NA,0.86,NA,0.86,NA,68.97
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",NA,2015,NA,1.83,NA,1.28,NA,2.17,NA,54.3,NA,49.68,NA,51.2,NA,367799,NA,54.3,NA,0,NA,0,NA,8.12,NA,49.59,NA,50.75,NA,1.16,NA,1.24,NA,1.99,NA,62.42
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",NA,2016,NA,5.65,NA,1.81,NA,6.96,NA,53.73,NA,47.85,NA,54.92,NA,367798.78,NA,53.73,NA,0,NA,0,NA,113.95,NA,48.73,NA,54.24,NA,5.51,NA,1.71,NA,6.54,NA,167.68
"Timor Leste","Donor","Non-DAC","Non-EU","2018-01-02",2016,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor Leste","Donor","Non-DAC","Non-EU","2018-01-02",2016,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor Leste","Donor","Non-DAC","Non-EU","2018-01-02",NA,2014,NA,0.7,NA,3.2,NA,3.2,NA,3.3,NA,0.8,NA,0.8,NA,0,NA,3.3,NA,0,NA,0,NA,0.07,NA,0.7,NA,0.7,NA,0,NA,3.2,NA,3.2,NA,3.37
"Timor Leste","Donor","Non-DAC","Non-EU","2018-01-02",NA,2015,NA,0,NA,0.56,NA,0.56,NA,4,NA,0.44,NA,0.44,NA,0,NA,4,NA,0,NA,0,NA,0,NA,1.94,NA,1.94,NA,0,NA,0.5,NA,0.5,NA,4
"Total DAC",NA,NA,NA,"2018-04-09",2016,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Total DAC",NA,NA,NA,"2018-04-09",NA,2017,NA,NA,NA,24966.45,NA,43807.670854094,NA,104372.45,NA,NA,NA,NA,NA,46910364.568167,NA,104874.73,NA,502.28,NA,14170.47,NA,41725.45,NA,23678.47,NA,39600.0375268278,NA,15921.5675268278,NA,22800.48,NA,39241.4487511943,NA,146097.9
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2016,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2016,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2016,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2016,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2016,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2016,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2016,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2016,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2016,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",NA,2007,NA,39.79,NA,30.99,NA,47.22,NA,545.04,NA,210.14,NA,229.31,NA,658786,NA,545.04,NA,0,NA,39.81,NA,57.29,NA,100.83,NA,115.99,NA,15.16,NA,28.08,NA,42.3,NA,602.33
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",NA,2008,NA,49.33,NA,51.73,NA,63.59,NA,735.74,NA,357.92,NA,368.15,NA,741792,NA,735.74,NA,0,NA,109.25,NA,44.62,NA,194.54,NA,202.37,NA,7.83,NA,45.33,NA,53.06,NA,780.36
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",NA,2009,NA,42.65,NA,46.96,NA,57.51,NA,665.31,NA,279.14,NA,290.69,NA,617611,NA,665.31,NA,0,NA,64.07,NA,41.86,NA,136.68,NA,145.26,NA,8.58,NA,43.73,NA,53.8,NA,707.17
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",NA,2010,NA,38.58,NA,38.08,NA,45.78,NA,920.13,NA,377.03,NA,386.08,NA,737225.48,NA,920.13,NA,0,NA,66.6,NA,47.29,NA,159.04,NA,165.97,NA,6.93,NA,34.44,NA,41.26,NA,967.42
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",NA,2011,NA,202.49,NA,269.78,NA,286.85,NA,1226.21,NA,766.12,NA,784.39,NA,772298,NA,1226.21,NA,0,NA,213.5,NA,46.8,NA,280.15,NA,295.41,NA,15.26,NA,211.3,NA,227.48,NA,1273.01
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",NA,2012,NA,718.11,NA,749.47,NA,793.65,NA,2422.5,NA,1953.71,NA,2004.77,NA,786293,NA,2422.5,NA,0,NA,110.8,NA,110.8,NA,341.69,NA,377.7,NA,36.01,NA,179.5,NA,221.75,NA,2533.3
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",NA,2013,NA,781.44,NA,782.73,NA,858.16,NA,3156.67,NA,2621.07,NA,2708.18,NA,820000,NA,3156.67,NA,0,NA,87.3,NA,151,NA,287.72,NA,356.81,NA,69.09,NA,190.93,NA,263.46,NA,3307.67
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",NA,2014,NA,175.47,NA,383.29,NA,418.99,NA,3502.35,NA,2655.37,NA,2689.1,NA,800107,NA,3502.35,NA,0,NA,115.64,NA,88.73,NA,211.86,NA,239.87,NA,28.01,NA,153.64,NA,185.61,NA,3591.08
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",NA,2015,NA,209.56,NA,183.44,NA,218.82,NA,3845.9,NA,2977.74,NA,3010.28,NA,782998,NA,3845.9,NA,0,NA,0,NA,73.24,NA,456.24,NA,484.13,NA,27.89,NA,395.77,NA,429.52,NA,3919.14
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",NA,2016,NA,-274.58,NA,-306.18,NA,-288.92,NA,6237.53,NA,5666.29,NA,5688.31,NA,858758,NA,6237.53,NA,0,NA,42.6,NA,250.15,NA,153.29,NA,169.8,NA,16.51,NA,118.42,NA,133.92,NA,6487.68
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2016,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2016,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2016,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2016,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2016,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2016,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2016,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2016,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2016,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",NA,2007,NA,124.1,NA,366.83,NA,366.83,NA,2416.18,NA,1286.52,NA,1286.52,NA,0,NA,2416.18,NA,0,NA,0,NA,9.41,NA,1085.61,NA,1085.61,NA,0,NA,87.09,NA,87.09,NA,2425.59
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",NA,2008,NA,432.93,NA,782.81,NA,782.81,NA,1258.39,NA,681.6,NA,681.6,NA,0,NA,1258.39,NA,0,NA,0,NA,7.36,NA,139.08,NA,139.08,NA,0,NA,87.31,NA,87.31,NA,1265.75
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",NA,2009,NA,80.53,NA,85.4,NA,85.4,NA,946.63,NA,732.59,NA,732.59,NA,256126.6,NA,946.63,NA,0,NA,0,NA,0,NA,200.74,NA,200.74,NA,0,NA,27.48,NA,27.48,NA,946.63
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",NA,2010,NA,90.75,NA,93,NA,98.45,NA,381.39,NA,336.64,NA,343.71,NA,285910.7,NA,381.39,NA,0,NA,0,NA,32.43,NA,150.74,NA,155.99,NA,5.25,NA,79.73,NA,84.68,NA,413.82
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",NA,2011,NA,109.47,NA,125.58,NA,137.29,NA,664.44,NA,318.96,NA,331.05,NA,347516.74,NA,664.44,NA,0,NA,0,NA,53.36,NA,135.75,NA,145.28,NA,9.53,NA,39.29,NA,48.94,NA,717.8
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",NA,2012,NA,156.23,NA,175.97,NA,180.57,NA,695.35,NA,520.82,NA,525.94,NA,372561,NA,695.35,NA,0,NA,0,NA,63.8,NA,285.23,NA,288.98,NA,3.75,NA,163.44,NA,167.51,NA,759.15
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",NA,2013,NA,4666.94,NA,4761.22,NA,4769.45,NA,5381.26,NA,4984.79,NA,4995.19,NA,402626,NA,5381.26,NA,0,NA,0,NA,20.64,NA,165.98,NA,172.88,NA,6.9,NA,59.18,NA,67.05,NA,5401.9
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",NA,2014,NA,3278.55,NA,3786.94,NA,3796.24,NA,4949.91,NA,3664.44,NA,3675.34,NA,403246.58,NA,4949.91,NA,0,NA,0,NA,130.46,NA,201.21,NA,209.62,NA,8.41,NA,64.13,NA,72.55,NA,5080.37
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",NA,2015,NA,2744.1,NA,2834.68,NA,2840.54,NA,4352.83,NA,3924.85,NA,3931.6,NA,370569,NA,4352.83,NA,0,NA,0,NA,28.54,NA,1199.34,NA,1203.94,NA,4.6,NA,243.52,NA,248.57,NA,4381.37
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",NA,2016,NA,2292.9,NA,2453.33,NA,2464.67,NA,4171.32,NA,3543.35,NA,3558.01,NA,350972,NA,4171.32,NA,0,NA,4.68,NA,69.8,NA,1237.1,NA,1247.04,NA,9.94,NA,186.37,NA,196.99,NA,4241.12
"United Kingdom","Donor","DAC","EU","2018-01-02",2016,2007,2862.21300008663,NA,1891.96850475228,NA,3478.20366067594,NA,4351.91858868281,NA,2307.93706165209,NA,4042.7391602642,NA,2180801.97242896,NA,4407.1502752619,NA,55.2316865790928,NA,0,NA,3341.44622818052,NA,1815.98953077873,NA,3186.03433288183,NA,1370.0448021031,NA,1811.70160069532,NA,3218.96878302714,NA,7693.36481686333,NA
"United Kingdom","Donor","DAC","EU","2018-01-02",2016,2008,2948.47931841253,NA,2181.28276712306,NA,3887.4485445795,NA,5733.1923154376,NA,2678.37914369629,NA,4435.79066151455,NA,2261496.08684818,NA,6198.08554715919,NA,464.893231721592,NA,0,NA,3534.68657859757,NA,2159.96352352745,NA,3614.74165012232,NA,1454.77812659487,NA,1980.39607955445,NA,3535.98147509226,NA,9267.87889403517,NA
"United Kingdom","Donor","DAC","EU","2018-01-02",2016,2009,3285.25179796024,NA,2680.7358028521,NA,4352.79906124131,NA,7096.38799592668,NA,3147.6296079329,NA,4838.16544908399,NA,2146561.75166667,NA,7137.51435765321,NA,41.1263617265235,NA,11.0951372678505,NA,3757.36002786666,NA,2453.74416511897,NA,3768.02062973237,NA,1314.2764646134,NA,2399.86177525422,NA,3884.060894787,NA,10853.7480237933,NA
"United Kingdom","Donor","DAC","EU","2018-01-02",2016,2010,4114.34016978789,NA,2813.69224777453,NA,5178.21643867587,NA,7550.97148301594,NA,3274.10080426207,NA,5786.32842936008,NA,2191935.10787456,NA,7708.47309437858,NA,157.501611362639,NA,17.375177761434,NA,4842.57838945583,NA,2423.14017520333,NA,4414.20862228821,NA,1991.06844708488,NA,2627.79611514487,NA,4824.33781822537,NA,12393.5498724718,NA
"United Kingdom","Donor","DAC","EU","2018-01-02",2016,2011,4006.37406379349,NA,2962.85177241418,NA,5118.48437636072,NA,7529.8259818471,NA,3756.93088174519,NA,5863.1270779932,NA,2233127.8689394,NA,7694.73508614639,NA,164.909104299287,NA,28.4232101573111,NA,4866.28060137701,NA,2896.56121837316,NA,4572.37734363216,NA,1675.816125259,NA,2769.23795012535,NA,4702.45212391757,NA,12396.1065832241,NA
"United Kingdom","Donor","DAC","EU","2018-01-02",2016,2012,4062.06404881185,NA,3041.34221050159,NA,5060.08106778359,NA,7736.77121566587,NA,3743.19250040459,NA,5802.60102611129,NA,2236229.9590055,NA,7838.4906154514,NA,101.719399785527,NA,40.6696684246981,NA,4727.35143840956,NA,2741.88283034153,NA,4163.43066455188,NA,1421.54783421035,NA,2778.21054128316,NA,4528.96921015732,NA,12464.1226540754,NA
"United Kingdom","Donor","DAC","EU","2018-01-02",2016,2013,5114.76035507092,NA,3522.38703546523,NA,6349.76437727478,NA,9428.3366018266,NA,4646.62852646349,NA,7742.68957173198,NA,2281579.09081217,NA,9486.51571889179,NA,58.1791170651909,NA,45.4673353405714,NA,6591.09930759654,NA,3153.2595648758,NA,5530.11984709193,NA,2376.86028221613,NA,3248.67439641955,NA,5851.1170754827,NA,16019.4359094231,NA
"United Kingdom","Donor","DAC","EU","2018-01-02",2016,2014,5354.7089743302,NA,3645.84222261315,NA,6804.5743097204,NA,9430.64675163373,NA,4522.88236692555,NA,7828.75373316155,NA,2309084.11434686,NA,9435.11518961161,NA,4.46843797787928,NA,186.397698505822,NA,6780.35067226137,NA,3195.1767344494,NA,5553.25208884357,NA,2358.07535439417,NA,3308.28197093459,NA,5988.67281210158,NA,16210.9974238951,NA
"United Kingdom","Donor","DAC","EU","2018-01-02",2016,2015,5163.96259428885,NA,3786.9467456599,NA,6591.17951795418,NA,10550.1811684902,NA,5092.06658230207,NA,7938.34680922571,NA,2371768.20556356,NA,10550.1811684902,NA,0,NA,346.749600668557,NA,6157.8573885662,NA,3437.38617309412,NA,5511.31583315328,NA,2073.92966005917,NA,3428.52080018748,NA,5862.10170116145,NA,16708.0385570564,NA
"United Kingdom","Donor","DAC","EU","2018-01-02",2016,2016,5305.61,NA,3857.06,NA,6986.9,NA,11514.07,NA,5118.28,NA,8269.87,NA,2578553,NA,11517.1,NA,3.03,NA,574.03,NA,6535.73,NA,3175.86,NA,5625.38,NA,2449.52,NA,3344.97,NA,6057.15,NA,18049.8,NA
"United Kingdom","Donor","DAC","EU","2018-01-02",NA,2007,NA,3637.9,NA,2404.71,NA,4420.83,NA,5531.33,NA,2933.41,NA,5138.36,NA,2771820.09,NA,5601.53,NA,70.2,NA,0,NA,4247.01,NA,2308.14,NA,4049.48,NA,1741.34,NA,2302.69,NA,4091.34,NA,9778.34
"United Kingdom","Donor","DAC","EU","2018-01-02",NA,2008,NA,3483.81,NA,2577.32,NA,4593.26,NA,6774.12,NA,3164.67,NA,5241.16,NA,2672096.98,NA,7323.42,NA,549.3,NA,0,NA,4176.45,NA,2552.13,NA,4271.04,NA,1718.91,NA,2339.96,NA,4177.98,NA,10950.57
"United Kingdom","Donor","DAC","EU","2018-01-02",NA,2009,NA,3402.17,NA,2776.14,NA,4507.71,NA,7348.94,NA,3259.65,NA,5010.35,NA,2222955.33,NA,7391.53,NA,42.59,NA,11.49,NA,3891.08,NA,2541.07,NA,3902.12,NA,1361.05,NA,2485.27,NA,4022.29,NA,11240.02
"United Kingdom","Donor","DAC","EU","2018-01-02",NA,2010,NA,4278.87,NA,2926.21,NA,5385.29,NA,7852.93,NA,3405.03,NA,6017.72,NA,2279589.19,NA,8016.73,NA,163.8,NA,18.07,NA,5036.23,NA,2520.04,NA,4590.73,NA,2070.69,NA,2732.88,NA,5017.26,NA,12889.16
"United Kingdom","Donor","DAC","EU","2018-01-02",NA,2011,NA,4411.87,NA,3262.73,NA,5636.54,NA,8291.94,NA,4137.18,NA,6456.55,NA,2459148.77,NA,8473.54,NA,181.6,NA,31.3,NA,5358.81,NA,3189.73,NA,5035.16,NA,1845.43,NA,3049.52,NA,5178.4,NA,13650.75
"United Kingdom","Donor","DAC","EU","2018-01-02",NA,2012,NA,4490.58,NA,3362.18,NA,5593.88,NA,8552.94,NA,4138.07,NA,6414.73,NA,2472134.71,NA,8665.39,NA,112.45,NA,44.96,NA,5226.05,NA,3031.13,NA,4602.64,NA,1571.51,NA,3071.29,NA,5006.74,NA,13778.99
"United Kingdom","Donor","DAC","EU","2018-01-02",NA,2013,NA,5685.4,NA,3915.37,NA,7058.19,NA,10480.23,NA,5165.04,NA,8606.52,NA,2536128.55,NA,10544.9,NA,64.67,NA,50.54,NA,7326.45,NA,3505.06,NA,6147.1,NA,2642.04,NA,3611.12,NA,6503.91,NA,17806.68
"United Kingdom","Donor","DAC","EU","2018-01-02",NA,2014,NA,6375.17,NA,4340.64,NA,8101.34,NA,11227.87,NA,5384.82,NA,9320.7,NA,2749132.37,NA,11233.19,NA,5.32,NA,221.92,NA,8072.5,NA,3804.09,NA,6611.55,NA,2807.46,NA,3938.75,NA,7129.95,NA,19300.37
"United Kingdom","Donor","DAC","EU","2018-01-02",NA,2015,NA,5731.67,NA,4203.27,NA,7315.79,NA,11710.03,NA,5651.87,NA,8811.06,NA,2632511.84,NA,11710.03,NA,0,NA,384.87,NA,6834.83,NA,3815.28,NA,6117.21,NA,2301.93,NA,3805.44,NA,6506.56,NA,18544.86
"United Kingdom","Donor","DAC","EU","2018-01-02",NA,2016,NA,5305.61,NA,3857.06,NA,6986.9,NA,11514.07,NA,5118.28,NA,8269.87,NA,2578553,NA,11517.1,NA,3.03,NA,574.03,NA,6535.73,NA,3175.86,NA,5625.38,NA,2449.52,NA,3344.97,NA,6057.15,NA,18049.8
"United Kingdom","Donor","DAC","EU","2018-04-09",2016,2017,NA,NA,3836.57541873709,NA,7270.97720491721,NA,11498.6553407847,NA,NA,NA,NA,NA,2650590.75606291,NA,11502.4757308948,NA,3.82039011009861,NA,504.322304130679,NA,6922.10527526553,NA,3364.66481134693,NA,6268.71199208334,NA,2904.04718073641,NA,3576.63484326208,NA,6700.7242259923,NA,18420.7606160502,NA
"United Kingdom","Donor","DAC","EU","2018-04-09",NA,2017,NA,NA,NA,3735.76,NA,7079.91446496385,NA,11196.5,NA,NA,NA,NA,NA,2580939.99,NA,11200.22,NA,3.72,NA,491.07,NA,6740.21,NA,3276.25,NA,6103.98622614697,NA,2827.73622614697,NA,3482.65,NA,6524.64628018,NA,17936.71
